Paper Title,Relevance,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Abstract
Soft Self-Consistency Improves Language Model Agents,"- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Soft‑SC aggregates multiple sampled answers via likelihood‑based scores, improving success rates, but it lacks a multi‑agent council or debate structure.",https://scispace.com/paper/soft-self-consistency-improves-language-model-agents-1i314n7n4l,2024,Journal Article,arXiv.org,"Han Wang
Archiki Prasad
Elias Stengel-Eskin
Mohit Bansal",10.48550/arxiv.2402.13212,"","Generations from large language models (LLMs) can be improved by sampling and scoring multiple solutions to select a final answer. Current""sample and select""methods such as self-consistency (SC) rely on majority voting to score answers. However, when tasks have many distinct and valid answers, selection by voting requires a large number of samples. This makes SC prohibitively expensive for interactive tasks that involve generating multiple actions (answers) sequentially. After establishing that majority voting fails to provide consistent gains on such tasks, we demonstrate how to increase success rates by softening the scoring criterion. We introduce Soft Self-Consistency (Soft-SC), which replaces SC's discontinuous scoring with a continuous score computed from model likelihoods, allowing for selection even when actions are sparsely distributed. Soft-SC improves both performance and efficiency on long-horizon interactive tasks, requiring half as many samples as SC for comparable or better performance. For a fixed number of samples, Soft-SC leads to a 1.3% increase over SC in absolute success rate on writing bash programs, a 6.6% increase on online shopping (WebShop), and a 4.7% increase for an interactive household game (ALFWorld). Finally, we show that Soft-SC can be applied to both open-source and black-box models."
Improving self-consistency for open-domain question answering via automatic prompt engineering and ensemble learning,"- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses ensemble of prompt‑engineered LLM runs to boost self‑consistency; lacks explicit multi‑agent council or debate, but reports aggregation gains over single‑shot baselines.",https://scispace.com/paper/improving-self-consistency-for-open-domain-question-dlhr1kr4joz1,2024,Journal Article,Lecture Notes in Computer Science,"Jie Liu
Xue Han
Chao Deng
Junlan Feng",10.1007/978-981-97-9434-8_28,"",""
Automatic Model Selection with Large Language Models for Reasoning,"- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses model selection to choose between CoT and PAL, not a council of LLM agents. No debate or deliberation. Provides aggregation via selection and shows gains over single‑model baselines, but lacks multi‑agent decision‑making structure.",https://scispace.com/paper/automatic-model-selection-with-large-language-models-for-qa71hcp7,2023,Journal Article,arXiv.org,"Xu Zhao
Yuxi Xie
Kenji Kawaguchi
Junxian He
Qizhe Xie",10.48550/arXiv.2305.14333,https://scispace.compdf/automatic-model-selection-with-large-language-models-for-qa71hcp7.pdf,"Chain-of-Thought and Program-Aided Language Models represent two distinct reasoning methods, each with its own strengths and weaknesses. We demonstrate that it is possible to combine the best of both worlds by using different models for different problems, employing a large language model (LLM) to perform model selection. Through a theoretical analysis, we discover that the performance improvement is determined by the differences between the combined methods and the success rate of choosing the correct model. On eight reasoning datasets, our proposed approach shows significant improvements. Furthermore, we achieve new state-of-the-art results on GSM8K and SVAMP with accuracies of 96.5% and 93.7%, respectively. Our code is publicly available at https://github.com/XuZhao0/Model-Selection-Reasoning."
"Reasoning Aware Self-Consistency: Leveraging Reasoning Paths for
  Efficient LLM Sampling","- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses weighted majority voting over sampled reasoning paths to improve accuracy and cut samples by ~70%; lacks multi‑agent council or debate structures, so only partially matches aggregation and performance criteria.",https://scispace.com/paper/http://arxiv.org/abs/2408.17017v3,2024,Preprint,"","Guangya Wan
Yuqi Wu
Jie Chen
Sheng Li","",http://arxiv.org/pdf/2408.17017v3,"Self-Consistency mitigates hallucinations in Large Language Models (LLMs) by
sampling multiple reasoning paths,but it lacks a systematic approach to
determine the optimal number of samples or select the most faithful rationale.
To address this limitation, we introduce Reasoning-Aware Self-Consistency
(RASC), a novel framework that enhances sampling efficiency and reasoning
faithfulness by dynamically evaluating both outputs and rationales. RASC
assesses the quality of reasoning and the consistency of answers for each
generated sample, using these assessments to guide early stopping decisions and
rationale selection. The framework employs criteria-based stopping and weighted
majority voting, enabling more informed choices on when to halt sampling and
which rationale to select. Our comprehensive experiments across diverse
question-answering datasets demonstrate that RASC outperforms existing methods,
reducing sample usage by approximately 70% while maintaining accuracy.
Moreover, RASC facilitates the selection of high-fidelity rationales, thereby
improving the faithfulness of LLM outputs. Our approach effectively addresses
the efficiency-accuracy trade-off in LLM reasoning tasks, offering a new
perspective for more nuanced, faithful, and effective utilization of LLMs in
resource-constrained environments."
Latent Self-Consistency for Reliable Majority-Set Selection in Short-and Long-Answer Reasoning,"- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses majority‑set voting to select consistent answers; compares to single‑shot baselines showing modest gains, but lacks a council structure or explicit debate mechanisms.",https://scispace.com/paper/TbN7Uc1iZZUJ,"","","","J Oh
J Lee","",https://arxiv.org/pdf/2508.18395,""
Stable LLM Ensemble: Interaction between Example Representativeness and Diversity,"- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses self‑consistency ensembles to boost accuracy, showing gains over single‑shot baselines, but lacks a structured council of distinct LLM agents or explicit debate mechanisms.",https://scispace.com/paper/L_eCy69oQtoJ,"","","",J Niimi,"",https://arxiv.org/pdf/2510.13143?,""
"Dynamic Self-Consistency: Leveraging Reasoning Paths for Efficient LLM
  Sampling","- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses weighted majority voting to aggregate multiple LLM samples and shows up to 5% accuracy gain, but lacks multi‑agent council or debate structures.",https://scispace.com/paper/dynamic-self-consistency-leveraging-reasoning-paths-for-52k97bgbwacs,2024,Journal Article,"","Guoyang Wan
Yuqi Wu
Jie Chen
Sheng Li",10.48550/arxiv.2408.17017,https://scispace.compdf/dynamic-self-consistency-leveraging-reasoning-paths-for-52k97bgbwacs.pdf,"Self-Consistency (SC) is a widely used method to mitigate hallucinations in Large Language Models (LLMs) by sampling the LLM multiple times and outputting the most frequent solution. Despite its benefits, SC results in significant computational costs proportional to the number of samples generated. Previous early-stopping approaches, such as Early Stopping Self Consistency and Adaptive Consistency, have aimed to reduce these costs by considering output consistency, but they do not analyze the quality of the reasoning paths (RPs) themselves. To address this issue, we propose Reasoning-Aware Self-Consistency (RASC), an innovative early-stopping framework that dynamically adjusts the number of sample generations by considering both the output answer and the RPs from Chain of Thought (CoT) prompting. RASC assigns confidence scores sequentially to the generated samples, stops when certain criteria are met, and then employs weighted majority voting to optimize sample usage and enhance answer reliability. We comprehensively test RASC with multiple LLMs across varied QA datasets. RASC outperformed existing methods and significantly reduces sample usage by an average of 80% while maintaining or improving accuracy up to 5% compared to the original SC "
Free-mad: Consensus-free multi-agent debate,"- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses multi-agent debate without consensus, providing rich argumentative exchange; lacks council structure and explicit voting; offers limited evidence of gains over single-shot generation.",https://scispace.com/paper/xZYD-Tfost8J,"","","","Y Cui
H Fu
H Zhang
L Wang
C Zuo","",https://arxiv.org/pdf/2509.11035?,""
Self-Refine: Iterative Refinement with Self-Feedback,"- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Shows ~20% average gain versus one‑shot baselines across 7 tasks, demonstrating test‑time refinement boosts output quality without extra training.",https://scispace.com/paper/self-refine-iterative-refinement-with-self-feedback-2uxjtkmp,2023,Posted Content,"","",10.48550/arxiv.2303.17651,https://scispace.com/pdf/self-refine-iterative-refinement-with-self-feedback-2uxjtkmp.pdf,"Like humans, large language models (LLMs) do not always generate the best output on their first try. Motivated by how humans refine their written text, we introduce Self-Refine, an approach for improving initial outputs from LLMs through iterative feedback and refinement. The main idea is to generate an initial output using an LLMs; then, the same LLMs provides feedback for its output and uses it to refine itself, iteratively. Self-Refine does not require any supervised training data, additional training, or reinforcement learning, and instead uses a single LLM as the generator, refiner, and feedback provider. We evaluate Self-Refine across 7 diverse tasks, ranging from dialog response generation to mathematical reasoning, using state-of-the-art (GPT-3.5, ChatGPT, and GPT-4) LLMs. Across all evaluated tasks, outputs generated with Self-Refine are preferred by humans and automatic metrics over those generated with the same LLM using conventional one-step generation, improving by ~20% absolute on average in task performance. Our work demonstrates that even state-of-the-art LLMs like GPT-4 can be further improved at test time using our simple, standalone approach. "
Self-Consistency Improves Chain of Thought Reasoning in Language Models,"- **Relevance Score:** 15/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses self‑consistency to sample many reasoning paths, vote for the majority answer, and demonstrates consistent gains over greedy single‑shot across model scales; lacks any multi‑agent council or debate structure.",https://scispace.com/paper/self-consistency-improves-chain-of-thought-reasoning-in-11cskg6j,2022,Proceedings Article,International Conference on Learning Representations,"Xuezhi Wang
Jason Loh Seong Wei
Dale Schuurmans
Quoc Hoai Le
Ed H. Chi
Denny Zhou",10.48550/arXiv.2203.11171,https://scispace.compdf/self-consistency-improves-chain-of-thought-reasoning-in-11cskg6j.pdf,"Chain-of-thought prompting combined with pre-trained large language models has achieved encouraging results on complex reasoning tasks. In this paper, we propose a new decoding strategy, self-consistency, to replace the naive greedy decoding used in chain-of-thought prompting. It first samples a diverse set of reasoning paths instead of only taking the greedy one, and then selects the most consistent answer by marginalizing out the sampled reasoning paths. Self-consistency leverages the intuition that a complex reasoning problem typically admits multiple different ways of thinking leading to its unique correct answer. Our extensive empirical evaluation shows that self-consistency boosts the performance of chain-of-thought prompting with a striking margin on a range of popular arithmetic and commonsense reasoning benchmarks, including GSM8K (+17.9%), SVAMP (+11.0%), AQuA (+12.2%), StrategyQA (+6.4%) and ARC-challenge (+3.9%)."
Large Language Models Can Self-Improve,"- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses self-consistency voting to boost accuracy; no multi‑agent council or debate, but shows strong gains over single‑shot baselines.",https://scispace.com/paper/large-language-models-can-self-improve-2gcvnd2e,2022,Posted Content,"","",10.48550/arxiv.2210.11610,https://scispace.com/pdf/large-language-models-can-self-improve-2gcvnd2e.pdf,"Large Language Models (LLMs) have achieved excellent performances in various tasks. However, fine-tuning an LLM requires extensive supervision. Human, on the other hand, may improve their reasoning abilities by self-thinking without external inputs. In this work, we demonstrate that an LLM is also capable of self-improving with only unlabeled datasets. We use a pre-trained LLM to generate ""high-confidence"" rationale-augmented answers for unlabeled questions using Chain-of-Thought prompting and self-consistency, and fine-tune the LLM using those self-generated solutions as target outputs. We show that our approach improves the general reasoning ability of a 540B-parameter LLM (74.4%->82.1% on GSM8K, 78.2%->83.0% on DROP, 90.0%->94.4% on OpenBookQA, and 63.4%->67.9% on ANLI-A3) and achieves state-of-the-art-level performance, without any ground truth label. We conduct ablation studies and show that fine-tuning on reasoning is critical for self-improvement. "
Consensus in multi-agent systems,"- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Reviews consensus algorithms and graph‑theoretic methods, matching only the aggregation criterion; lacks LLM agents, council structure, debate, or performance comparisons.",https://scispace.com/paper/consensus-in-multi-agent-systems-1ma3392u2h,2016,Reference Book,"","Anton V. Proskurnikov
Ming Cao",10.1002/047134608X,https://scispace.com/pdf/consensus-in-multi-agent-systems-1ma3392u2h.pdf,"Many cooperative behaviors of multi-agent teams emerge from local interactions among the agents, where an agent interacts with a few “adjacent” teammates, but has no information about the remaining agents. For instance, the selforganization of many biological populations – including swarms of insects, flocks of birds, and schools of fish – are based on such local interaction rules: the motion and decisions of an individual agent are determined by the behavior of its nearest neighbors in the population. A special case of multi-agent coordination is consensus, that is, the agreement of agents on some quantity of interest or, more generally, the full or partial synchronization of their state trajectories. Establishing consensus is a “benchmark” problem in multi-agent systems study, which allows to reveal the main principles of multi-agent coordination and, in particular, the role of the system’s interaction graph (or topology). Consensus lies in the heart of many natural phenomena (e.g., synchronous oscillation of neural cells, which maintains a stable heart rhythm) and engineering designs (e.g., attitude synchronization of satellites). In this article, we give a brief review of distributed consensus algorithms, focusing on the basic ideas and relevant mathematical theory, in particular, graph theoretic methods."
Self-Consistency Improves Chain of Thought Reasoning in Language Models,"- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Introduces self-consistency: samples multiple reasoning paths from a single model, aggregates via majority vote, and empirically outperforms greedy single-shot, but lacks multi‑agent council or debate.",https://scispace.com/paper/self-consistency-improves-chain-of-thought-reasoning-in-2zr25l7a,2022,Posted Content,"","",10.48550/arxiv.2203.11171,https://scispace.com/pdf/self-consistency-improves-chain-of-thought-reasoning-in-2zr25l7a.pdf,"Chain-of-thought prompting combined with pre-trained large language models has achieved encouraging results on complex reasoning tasks. In this paper, we propose a new decoding strategy, self-consistency, to replace the naive greedy decoding used in chain-of-thought prompting. It first samples a diverse set of reasoning paths instead of only taking the greedy one, and then selects the most consistent answer by marginalizing out the sampled reasoning paths. Self-consistency leverages the intuition that a complex reasoning problem typically admits multiple different ways of thinking leading to its unique correct answer. Our extensive empirical evaluation shows that self-consistency boosts the performance of chain-of-thought prompting with a striking margin on a range of popular arithmetic and commonsense reasoning benchmarks, including GSM8K (+17.9%), SVAMP (+11.0%), AQuA (+12.2%), StrategyQA (+6.4%) and ARC-challenge (+3.9%). "
Mirror-consistency: Harnessing inconsistency in majority voting,"- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Mirror-Consistency to refine voting and confidence calibration, achieving higher accuracy than single-shot baselines; does not involve multi‑agent councils or debate.",https://scispace.com/paper/mirror-consistency-harnessing-inconsistency-in-majority-1e27h0oqbcmb,2024,Journal Article,"","Siyuan Huang
Zhiyuan Ma
Jintao Du
Changhua Meng
Weiqiang Wang
Zhouhan Lin",10.48550/arxiv.2410.10857,https://arxiv.org/pdf/2410.10857,"Self-Consistency, a widely-used decoding strategy, significantly boosts the reasoning capabilities of Large Language Models (LLMs). However, it depends on the plurality voting rule, which focuses on the most frequent answer while overlooking all other minority responses. These inconsistent minority views often illuminate areas of uncertainty within the model's generation process. To address this limitation, we present Mirror-Consistency, an enhancement of the standard Self-Consistency approach. Our method incorporates a 'reflective mirror' into the self-ensemble decoding process and enables LLMs to critically examine inconsistencies among multiple generations. Additionally, just as humans use the mirror to better understand themselves, we propose using Mirror-Consistency to enhance the sample-based confidence calibration methods, which helps to mitigate issues of overconfidence. Our experimental results demonstrate that Mirror-Consistency yields superior performance in both reasoning accuracy and confidence calibration compared to Self-Consistency. "
ChoiceMates: Supporting Unfamiliar Online Decision-Making with Multi-Agent Conversational Interactions,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** The paper uses multi‑agent conversations for decision support, showing opposing viewpoints, but lacks a structured council, formal debate protocols, voting/aggregation, and comparative performance data.",https://scispace.com/paper/choicemates-supporting-unfamiliar-online-decision-making-vwe94749d4,2023,Journal Article,arXiv.org,"Jeongeon Park
Bryan Min
Xiaojuan Ma
Juho Kim",10.48550/arxiv.2310.01331,https://scispace.compdf/choicemates-supporting-unfamiliar-online-decision-making-vwe94749d4.pdf,"Unfamiliar decisions -- decisions where people lack adequate domain knowledge or expertise -- specifically increase the complexity and uncertainty of the process of searching for, understanding, and making decisions with online information. Through our formative study (n=14), we observed users' challenges in accessing diverse perspectives, identifying relevant information, and deciding the right moment to make the final decision. We present ChoiceMates, a system that enables conversations with a dynamic set of LLM-powered agents for a holistic domain understanding and efficient discovery and management of information to make decisions. Agents, as opinionated personas, flexibly join the conversation, not only providing responses but also conversing among themselves to elicit each agent's preferences. Our between-subjects study (n=36) comparing ChoiceMates to conventional web search and single-agent showed that ChoiceMates was more helpful in discovering, diving deeper, and managing information compared to Web with higher confidence. We also describe how participants utilized multi-agent conversations in their decision-making process."
Internal Consistency and Self-Feedback in Large Language Models: A Survey,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on self‑feedback within a single LLM, not multi‑agent councils; only modestly relevant for showing gains over single‑shot generation.",https://scispace.com/paper/internal-consistency-and-self-feedback-in-large-language-7leuc4nt6rqt,2024,Journal Article,arXiv.org,"Xun Liang
Shichao Song
Zifan Zheng
Hanyu Wang
Qingchen Yu
Xunkai Li
Rong-Hua Li
Feiyu Xiong
Zhiyu Li",10.48550/arxiv.2407.14507,"","Large language models (LLMs) are expected to respond accurately but often exhibit deficient reasoning or generate hallucinatory content. To address these, studies prefixed with ``Self-'' such as Self-Consistency, Self-Improve, and Self-Refine have been initiated. They share a commonality: involving LLMs evaluating and updating itself to mitigate the issues. Nonetheless, these efforts lack a unified perspective on summarization, as existing surveys predominantly focus on categorization without examining the motivations behind these works. In this paper, we summarize a theoretical framework, termed Internal Consistency, which offers unified explanations for phenomena such as the lack of reasoning and the presence of hallucinations. Internal Consistency assesses the coherence among LLMs' latent layer, decoding layer, and response layer based on sampling methodologies. Expanding upon the Internal Consistency framework, we introduce a streamlined yet effective theoretical framework capable of mining Internal Consistency, named Self-Feedback. The Self-Feedback framework consists of two modules: Self-Evaluation and Self-Update. This framework has been employed in numerous studies. We systematically classify these studies by tasks and lines of work; summarize relevant evaluation methods and benchmarks; and delve into the concern, ``Does Self-Feedback Really Work?'' We propose several critical viewpoints, including the ``Hourglass Evolution of Internal Consistency'', ``Consistency Is (Almost) Correctness'' hypothesis, and ``The Paradox of Latent and Explicit Reasoning''. Furthermore, we outline promising directions for future research. We have open-sourced the experimental code, reference list, and statistical data, available at \url{https://github.com/IAAR-Shanghai/ICSFSurvey}."
Self-Refine: Iterative Refinement with Self-Feedback,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses iterative self‑feedback to boost output quality (~20% gain) but lacks multi‑agent council, debate, or voting components.",https://scispace.com/paper/self-refine-iterative-refinement-with-self-feedback-vxt7ybq3,2023,Journal Article,arXiv.org,"Aman Madaan
Nita Tandon
Prakhar Gupta
Skyler Hallinan
Luyu Gao
Sarah Wiegreffe
Uri Alon
Nouha Dziri
Shrimai Prabhumoye
Yiming Yang
Sean Welleck
Bodhisattwa Majumder
Shashank Gupta
Amir Yazdanbakhsh
Peter Clark",10.48550/arXiv.2303.17651,"","Like humans, large language models (LLMs) do not always generate the best output on their first try. Motivated by how humans refine their written text, we introduce Self-Refine, an approach for improving initial outputs from LLMs through iterative feedback and refinement. The main idea is to generate an initial output using an LLMs; then, the same LLMs provides feedback for its output and uses it to refine itself, iteratively. Self-Refine does not require any supervised training data, additional training, or reinforcement learning, and instead uses a single LLM as the generator, refiner, and feedback provider. We evaluate Self-Refine across 7 diverse tasks, ranging from dialog response generation to mathematical reasoning, using state-of-the-art (GPT-3.5, ChatGPT, and GPT-4) LLMs. Across all evaluated tasks, outputs generated with Self-Refine are preferred by humans and automatic metrics over those generated with the same LLM using conventional one-step generation, improving by ~20% absolute on average in task performance. Our work demonstrates that even state-of-the-art LLMs like GPT-4 can be further improved at test time using our simple, standalone approach."
Self-Discover: Large Language Models Self-Compose Reasoning Structures,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Self‑DISCOVER builds internal reasoning modules, not a multi‑agent council; lacks debate or voting, but shows structured reasoning boosts performance over single‑shot baselines.",https://scispace.com/paper/self-discover-large-language-models-self-compose-reasoning-509u63b3kw,2024,Journal Article,arXiv.org,"Pei Zhou
Jay Pujara
Xiang Ren
Xinyun Chen
Heng-Tze Cheng
Quoc V. Le
E. Chi
Denny Zhou
Swaroop Mishra
Huaixiu Steven Zheng",10.48550/arxiv.2402.03620,https://scispace.compdf/self-discover-large-language-models-self-compose-reasoning-509u63b3kw.pdf,"We introduce SELF-DISCOVER, a general framework for LLMs to self-discover the task-intrinsic reasoning structures to tackle complex reasoning problems that are challenging for typical prompting methods. Core to the framework is a self-discovery process where LLMs select multiple atomic reasoning modules such as critical thinking and step-by-step thinking, and compose them into an explicit reasoning structure for LLMs to follow during decoding. SELF-DISCOVER substantially improves GPT-4 and PaLM 2's performance on challenging reasoning benchmarks such as BigBench-Hard, grounded agent reasoning, and MATH, by as much as 32% compared to Chain of Thought (CoT). Furthermore, SELF-DISCOVER outperforms inference-intensive methods such as CoT-Self-Consistency by more than 20%, while requiring 10-40x fewer inference compute. Finally, we show that the self-discovered reasoning structures are universally applicable across model families: from PaLM 2-L to GPT-4, and from GPT-4 to Llama2, and share commonalities with human reasoning patterns."
Decoding Human Preferences in Alignment: An Improved Approach to Inverse Constitutional AI,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Improves principle generation for inverse constitutional AI; no multi‑agent council or debate, but reports gains versus a single‑shot baseline.",https://scispace.com/paper/6Ywb0QoB4W0J,"","","","CL Henneking
C Beger","",https://arxiv.org/pdf/2501.17112,""
A Framework for Deliberation Dialogues,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses formal deliberation dialogue models for autonomous agents, but focuses on dialogue structure rather than LLM councils, lacks voting/aggregation, and provides no performance comparison to single-shot generation.",https://scispace.com/paper/a-framework-for-deliberation-dialogues-2o373eucrb,2001,"","","David Hitchcock
Peter McBurney
Simon Parsons","",https://scispace.com/pdf/a-framework-for-deliberation-dialogues-2o373eucrb.pdf,"Deliberation dialogues involve reasoning about the appropriate course or courses of action for a group to undertake. No models currently exist for the conduct of such dialogues. Beginning with an analysis of the differences between deliberations and other types of dialogue (such as negotiations or information-seeking dialogues), we propose a generic framework in which to develop such models. We then consider various instantiations of our gen eric del iberation fram ework so as to illustrate its applicability."
"A Design Trajectory Map of Human-AI Collaborative Reinforcement Learning
  Systems: Survey and Taxonomy","- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses debate concepts for human‑AI interaction, but focuses on RL and human judges, not LLM council structures, voting, or single‑shot performance gains.",https://scispace.com/paper/a-design-trajectory-map-of-human-ai-collaborative-2fygqfbe2e,2024,Preprint,"",Zhaoxing Li,10.48550/arxiv.2405.10214,https://scispace.compdf/a-design-trajectory-map-of-human-ai-collaborative-2fygqfbe2e.pdf,"Driven by the algorithmic advancements in reinforcement learning and the increasing number of implementations of human-AI collaboration, Collaborative Reinforcement Learning (CRL) has been receiving growing attention. Despite this recent upsurge, this area is still rarely systematically studied. In this paper, we provide an extensive survey, investigating CRL methods based on both interactive reinforcement learning algorithms and human-AI collaborative frameworks that were proposed in the past decade. We elucidate and discuss via synergistic analysis methods both the growth of the field and the state-of-the-art; we conceptualise the existing frameworks from the perspectives of design patterns, collaborative levels, parties and capabilities, and review interactive methods and algorithmic models. Specifically, we create a new Human-AI CRL Design Trajectory Map, as a systematic modelling tool for the selection of existing CRL frameworks, as well as a method of designing new CRL systems, and finally of improving future CRL designs. Furthermore, we elaborate generic Human-AI CRL challenges, providing the research community with a guide towards novel research directions. The aim of this paper is to empower researchers with a systematic framework for the design of efficient and 'natural' human-AI collaborative methods, making it possible to work on maximised realisation of humans' and AI's potentials. "
Multi-Agent Software Development through Cross-Team Collaboration,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses multi‑agent chat chains for software tasks, but lacks a council structure, voting, or clear performance comparison to single‑shot baselines; only loosely mentions agent debate.",https://scispace.com/paper/multi-agent-software-development-through-cross-team-26op4rp0h3,2024,Preprint,"","Zhuoyun Du
Chen Qian
Wei Liu
Zihao Xie
Yifei Wang
Yalong Dang
Weize Chen
Cheng Yang",10.48550/arxiv.2406.08979,https://scispace.compdf/multi-agent-software-development-through-cross-team-26op4rp0h3.pdf,"The latest breakthroughs in Large Language Models (LLMs), eg., ChatDev, have catalyzed profound transformations, particularly through multi-agent collaboration for software development. LLM agents can collaborate in teams like humans, and follow the waterfall model to sequentially work on requirements analysis, development, review, testing, and other phases to perform autonomous software generation. However, for an agent team, each phase in a single development process yields only one possible outcome. This results in the completion of only one development chain, thereby losing the opportunity to explore multiple potential decision paths within the solution space. Consequently, this may lead to obtaining suboptimal results. To address this challenge, we introduce Cross-Team Collaboration (CTC), a scalable multi-team framework that enables orchestrated teams to jointly propose various decisions and communicate with their insights in a cross-team collaboration environment for superior content generation. Experimental results in software development reveal a notable increase in quality compared to state-of-the-art baselines, underscoring the efficacy of our framework. The significant improvements in story generation demonstrate the promising generalization ability of our framework across various domains. We anticipate that our work will guide LLM agents towards a cross-team paradigm and contribute to their significant growth in but not limited to software development. The code and data will be available at https://github.com/OpenBMB/ChatDev. "
"CoT-based Synthesizer: Enhancing LLM Performance through Answer
  Synthesis","- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses answer synthesis from multiple candidate outputs to boost accuracy, but lacks multi‑agent council, debate, or explicit voting mechanisms.",https://scispace.com/paper/cot-based-synthesizer-enhancing-llm-performance-through-819xmdwiicar,2025,Journal Article,"","Bohan Zhang
Xiaokang Zhang
Jing Zhang
Jifan Yu
Sijia Luo
Jie Tang",10.48550/arxiv.2501.01668,https://scispace.compdf/cot-based-synthesizer-enhancing-llm-performance-through-819xmdwiicar.pdf,"Current inference scaling methods, such as Self-consistency and Best-of-N, have proven effective in improving the accuracy of LLMs on complex reasoning tasks. However, these methods rely heavily on the quality of candidate responses and are unable to produce correct answers when all candidates are incorrect. In this paper, we propose a novel inference scaling strategy, CoT-based Synthesizer, which leverages CoT reasoning to synthesize superior answers by analyzing complementary information from multiple candidate responses, even when all candidate responses are flawed. To enable a lightweight and cost-effective implementation, we introduce an automated data generation pipeline that creates diverse training data. This allows smaller LLMs trained on this data to improve the inference accuracy of larger models, including API-based LLMs. Experimental results across four benchmark datasets with seven policy models demonstrate that our method significantly enhances performance, with gains of 11.8% for Llama3-8B and 10.3% for GPT-4o on the MATH dataset. The corresponding training data and code are publicly available on https://github.com/RUCKBReasoning/CoT-based-Synthesizer. "
Improving Self Consistency in LLMs through Probabilistic Tokenization,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses probabilistic tokenizations to boost reasoning consistency, but involves no multi‑agent council, debate, or voting mechanisms.",https://scispace.com/paper/improving-self-consistency-in-llms-through-probabilistic-3bw08jzbqq,2024,Journal Article,"","Ashutosh Sathe
Divyanshu Aggarwal
Sunayana Sitaram",10.48550/arxiv.2407.03678,https://scispace.compdf/improving-self-consistency-in-llms-through-probabilistic-3bw08jzbqq.pdf,"Prior research has demonstrated noticeable performance gains through the use of probabilistic tokenizations, an approach that involves employing multiple tokenizations of the same input string during the training phase of a language model. Despite these promising findings, modern large language models (LLMs) have yet to be trained using probabilistic tokenizations. Interestingly, while the tokenizers of these contemporary LLMs have the capability to generate multiple tokenizations, this property remains underutilized. In this work, we propose a novel method to leverage the multiple tokenization capabilities of modern LLM tokenizers, aiming to enhance the self-consistency of LLMs in reasoning tasks. Our experiments indicate that when utilizing probabilistic tokenizations, LLMs generate logically diverse reasoning paths, moving beyond mere surface-level linguistic diversity.We carefully study probabilistic tokenization and offer insights to explain the self consistency improvements it brings through extensive experimentation on 5 LLM families and 4 reasoning benchmarks. "
