Paper Title,Abstract,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Relevance
"Software Testing with Large Language Model: Survey, Landscape, and Vision","Pre-trained large language models (LLMs) have recently emerged as a breakthrough technology in natural language processing and artificial intelligence, with the ability to handle large-scale datasets and exhibit remarkable performance across a wide range of tasks. Meanwhile, software testing is a crucial undertaking that serves as a cornerstone for ensuring the quality and reliability of software products. As the scope and complexity of software systems continue to grow, the need for more effective software testing techniques becomes increasingly urgent, and making it an area ripe for innovative approaches such as the use of LLMs. This paper provides a comprehensive review of the utilization of LLMs in software testing. It analyzes 52 relevant studies that have used LLMs for software testing, from both the software testing and LLMs perspectives. The paper presents a detailed discussion of the software testing tasks for which LLMs are commonly used, among which test case preparation and program repair are the most representative ones. It also analyzes the commonly used LLMs, the types of prompt engineering that are employed, as well as the accompanied techniques with these LLMs. It also summarizes the key challenges and potential opportunities in this direction. This work can serve as a roadmap for future research in this area, highlighting potential avenues for exploration, and identifying gaps in our current understanding of the use of LLMs in software testing.",https://scispace.com/paper/software-testing-with-large-language-model-survey-landscape-3tu90ids,2023,Peer Review,"","Junjie Wang
Yuchao Huang
Chunyang Chen
Zhe Liu
Song Wang
Qing Wang","",https://scispace.compdf/software-testing-with-large-language-model-survey-landscape-3tu90ids.pdf,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey reviews 52 papers; does not propose its own LLM test‑generation method, prompting technique, empirical results, or model architecture."
"The Current Challenges of Software Engineering in the Era of Large
  Language Models","With the advent of large language models (LLMs) in the artificial intelligence (AI) area, the field of software engineering (SE) has also witnessed a paradigm shift. These models, by leveraging the power of deep learning and massive amounts of data, have demonstrated an unprecedented capacity to understand, generate, and operate programming languages. They can assist developers in completing a broad spectrum of software development activities, encompassing software design, automated programming, and maintenance, which potentially reduces huge human efforts. Integrating LLMs within the SE landscape (LLM4SE) has become a burgeoning trend, necessitating exploring this emergent landscape's challenges and opportunities. The paper aims at revisiting the software development life cycle (SDLC) under LLMs, and highlighting challenges and opportunities of the new paradigm. The paper first summarizes the overall process of LLM4SE, and then elaborates on the current challenges based on a through discussion. The discussion was held among more than 20 participants from academia and industry, specializing in fields such as software engineering and artificial intelligence. Specifically, we achieve 26 key challenges from seven aspects, including software requirement & design, coding assistance, testing code generation, code review, code maintenance, software vulnerability management, and data, training, and evaluation. We hope the achieved challenges would benefit future research in the LLM4SE field. ",https://scispace.com/paper/the-current-challenges-of-software-engineering-in-the-era-of-5g622yz876kd,2024,Journal Article,"","Cuiyun Gao
Xing Hu
Shan Gao
Xin Xia
Zhi Jin",10.48550/arxiv.2412.14554,https://scispace.compdf/the-current-challenges-of-software-engineering-in-the-era-of-5g622yz876kd.pdf,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on LLM‑assisted code review and maintenance, not on generating software tests or related prompting/evaluation strategies."
"""You still have to study"" -- On the Security of LLM generated code","We witness an increasing usage of AI-assistants even for routine (classroom) programming tasks. However, the code generated on basis of a so called ""prompt"" by the programmer does not always meet accepted security standards. On the one hand, this may be due to lack of best-practice examples in the training data. On the other hand, the actual quality of the programmers prompt appears to influence whether generated code contains weaknesses or not. In this paper we analyse 4 major LLMs with respect to the security of generated code. We do this on basis of a case study for the Python and Javascript language, using the MITRE CWE catalogue as the guiding security definition. Our results show that using different prompting techniques, some LLMs initially generate 65% code which is deemed insecure by a trained security engineer. On the other hand almost all analysed LLMs will eventually generate code being close to 100% secure with increasing manual guidance of a skilled engineer. ",https://scispace.com/paper/you-still-have-to-study-on-the-security-of-llm-generated-6oa671c9yzcw,2024,Journal Article,"","Stefan M. Goetz
Andreas Schaad",10.48550/arxiv.2408.07106,https://scispace.compdf/you-still-have-to-study-on-the-security-of-llm-generated-6oa671c9yzcw.pdf,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on security of code produced by LLMs, not on generating tests; prompts are studied for security, no test generation, evaluation, or model‑combination discussion."
Security Weaknesses of Copilot Generated Code in GitHub,"Modern code generation tools use AI models, particularly Large Language Models (LLMs), to generate functional and complete code. While such tools are becoming popular and widely available for developers, using these tools is often accompanied by security challenges. Therefore, it is important to assess the quality of the generated code, especially in terms of its security. Researchers have recently explored various aspects of code generation tools, including security. However, many open questions about the security of the generated code require further investigation, especially the security issues of automatically generated code in the wild. To this end, we conducted an empirical study by analyzing the security weaknesses in code snippets generated by GitHub Copilot that are found as part of publicly available projects hosted on GitHub. The goal is to investigate the types of security issues and their scale in real-world scenarios (rather than crafted scenarios). To this end, we identified 435 code snippets generated by Copilot from publicly available projects. We then conducted extensive security analysis to identify Common Weakness Enumeration (CWE) instances in these code snippets. The results show that (1) 35.8% of Copilot generated code snippets contain CWEs, and those issues are spread across multiple languages, (2) the security weaknesses are diverse and related to 42 different CWEs, in which CWE-78: OS Command Injection, CWE-330: Use of Insufficiently Random Values, and CWE-703: Improper Check or Handling of Exceptional Conditions occurred the most frequently, and (3) among the 42 CWEs identified, 11 of those belong to the currently recognized 2022 CWE Top-25. Our findings confirm that developers should be careful when adding code generated by Copilot (and similar AI code generation tools) and should also run appropriate security checks as they accept the suggested code.",https://scispace.com/paper/security-weaknesses-of-copilot-generated-code-in-github-4y2fhpn1se,2023,Journal Article,arXiv.org,"Yujia Fu
Peng Liang
Amjed Tahir
Zengyang Li
Mojtaba Shahin
Jiaxin Yu",10.48550/arxiv.2310.02059,https://scispace.compdf/security-weaknesses-of-copilot-generated-code-in-github-4y2fhpn1se.pdf,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on security flaws in Copilot‑generated code, not on using LLMs to create software tests or related prompting/evaluation methods."
"An Empirical Study on the Potential of LLMs in Automated Software
  Refactoring","Recent advances in large language models (LLMs), make it potentially feasible to automatically refactor source code with LLMs. However, it remains unclear how well LLMs perform compared to human experts in conducting refactorings automatically and accurately. To fill this gap, in this paper, we conduct an empirical study to investigate the potential of LLMs in automated software refactoring, focusing on the identification of refactoring opportunities and the recommendation of refactoring solutions. We first construct a high-quality refactoring dataset comprising 180 real-world refactorings from 20 projects, and conduct the empirical study on the dataset. With the to-be-refactored Java documents as input, ChatGPT and Gemini identified only 28 and 7 respectively out of the 180 refactoring opportunities. However, explaining the expected refactoring subcategories and narrowing the search space in the prompts substantially increased the success rate of ChatGPT from 15.6% to 86.7%. Concerning the recommendation of refactoring solutions, ChatGPT recommended 176 refactoring solutions for the 180 refactorings, and 63.6% of the recommended solutions were comparable to (even better than) those constructed by human experts. However, 13 out of the 176 solutions suggested by ChatGPT and 9 out of the 137 solutions suggested by Gemini were unsafe in that they either changed the functionality of the source code or introduced syntax errors, which indicate the risk of LLM-based refactoring. To this end, we propose a detect-and-reapply tactic, called RefactoringMirror, to avoid such unsafe refactorings. By reapplying the identified refactorings to the original code using thoroughly tested refactoring engines, we can effectively mitigate the risks associated with LLM-based automated refactoring while still leveraging LLM's intelligence to obtain valuable refactoring recommendations. ",https://scispace.com/paper/an-empirical-study-on-the-potential-of-llms-in-automated-3lf6qy1wudrl,2024,Journal Article,"","Bo Liu
Yanjie Jiang
Yuxia Zhang
Nan Niu
Guangjie Li
Hui Liu",10.48550/arxiv.2411.04444,https://scispace.compdf/an-empirical-study-on-the-potential-of-llms-in-automated-3lf6qy1wudrl.pdf,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on LLM‑driven code refactoring, not test generation; lacks prompting methods, test evaluation, or model‑combination discussion."
"AI-powered test automation tools: A systematic review and empirical
  evaluation","Context: Test engineers are looking at more ways to test systems more effectively and efficiently. With recent advances in the field of AI (Artificial Intelligence), a large number of AI-powered test automation tools have emerged, which can help make testing more effective and efficient. Objective: We investigate the features provided by existing AI-based test automation tools. We also empirically evaluate the performance of two AI-based testing tools by applying them on two selected open-source Software Under Test (SUT). We empirically evaluate how the AI features can be helpful for effectiveness and efficiency of testing. We also study the limitations of the AI features in AI-based test tools. Method: To accomplish the objective, a Multivocal Literature Review (MLR) study was conducted to investigate the landscape of the AI-based test automation tools in the industry. Moreover, an empirical assessment is also conducted to empirically analyze two AI-based test automation tools by using it on two open-source projects. To determine the need of AI for selected feature, the same feature was created without the use of ML to explore its limitations which can be avoided using AI. Results: Our results are based on 55 AI-based test automation tools. Furthermore, an empirical assessment was performed by selecting two of the 55 tools analyzed as part of the MLR. Conclusion: This paper explores the potential benefits and limitations of AI-based test automation tools. The limitations explored can be used as inspiration to develop better AI-based test tools. ",https://scispace.com/paper/ai-powered-test-automation-tools-a-systematic-review-and-4moir50rdtkg,2024,Journal Article,"","Vahid Garousi
N. Eneh Joy
Alper Buğra Keleş",10.48550/arxiv.2409.00411,https://scispace.compdf/ai-powered-test-automation-tools-a-systematic-review-and-4moir50rdtkg.pdf,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Reviews AI test automation tools without using LLMs for test generation, lacks prompting methods, empirical LLM test metrics, and model architecture discussion."
"Benchmarking ChatGPT, Codeium, and GitHub Copilot: A Comparative Study
  of AI-Driven Programming and Debugging Assistants","With the increasing adoption of AI-driven tools in software development, large language models (LLMs) have become essential for tasks like code generation, bug fixing, and optimization. Tools like ChatGPT, GitHub Copilot, and Codeium provide valuable assistance in solving programming challenges, yet their effectiveness remains underexplored. This paper presents a comparative study of ChatGPT, Codeium, and GitHub Copilot, evaluating their performance on LeetCode problems across varying difficulty levels and categories. Key metrics such as success rates, runtime efficiency, memory usage, and error-handling capabilities are assessed. GitHub Copilot showed superior performance on easier and medium tasks, while ChatGPT excelled in memory efficiency and debugging. Codeium, though promising, struggled with more complex problems. Despite their strengths, all tools faced challenges in handling harder problems. These insights provide a deeper understanding of each tool's capabilities and limitations, offering guidance for developers and researchers seeking to optimize AI integration in coding workflows. ",https://scispace.com/paper/benchmarking-chatgpt-codeium-and-github-copilot-a-3xdh28sizadi,2024,Journal Article,"","Md Sultanul Islam Ovi
Najam Akber Anjum
Tasmina Haque Bithe
Mohammad Masudur Rahman
Mst. Shahnaj Akter Smrity",10.48550/arxiv.2409.19922,https://scispace.compdf/benchmarking-chatgpt-codeium-and-github-copilot-a-3xdh28sizadi.pdf,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Benchmarks AI coding assistants for code generation and debugging, without focusing on automated test creation, prompting for tests, or test‑specific evaluation."
"LLM4DS: Evaluating Large Language Models for Data Science Code
  Generation","The adoption of Large Language Models (LLMs) for code generation in data
science offers substantial potential for enhancing tasks such as data
manipulation, statistical analysis, and visualization. However, the
effectiveness of these models in the data science domain remains underexplored.
This paper presents a controlled experiment that empirically assesses the
performance of four leading LLM-based AI assistants-Microsoft Copilot (GPT-4
Turbo), ChatGPT (o1-preview), Claude (3.5 Sonnet), and Perplexity Labs
(Llama-3.1-70b-instruct)-on a diverse set of data science coding challenges
sourced from the Stratacratch platform. Using the Goal-Question-Metric (GQM)
approach, we evaluated each model's effectiveness across task types
(Analytical, Algorithm, Visualization) and varying difficulty levels. Our
findings reveal that all models exceeded a 50% baseline success rate,
confirming their capability beyond random chance. Notably, only ChatGPT and
Claude achieved success rates significantly above a 60% baseline, though none
of the models reached a 70% threshold, indicating limitations in higher
standards. ChatGPT demonstrated consistent performance across varying
difficulty levels, while Claude's success rate fluctuated with task complexity.
Hypothesis testing indicates that task type does not significantly impact
success rate overall. For analytical tasks, efficiency analysis shows no
significant differences in execution times, though ChatGPT tended to be slower
and less predictable despite high success rates. This study provides a
structured, empirical evaluation of LLMs in data science, delivering insights
that support informed model selection tailored to specific task demands. Our
findings establish a framework for future AI assessments, emphasizing the value
of rigorous evaluation beyond basic accuracy measures.",https://scispace.com/paper/http://arxiv.org/abs/2411.11908v1,2024,Preprint,"","Nathalia Nascimento
Everton Guimaraes
Sai Sanjna Chintakunta
Santhosh Anitha Boominathan","",http://arxiv.org/pdf/2411.11908v1,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on data‑science code generation, not on generating software tests; no test‑generation methods, prompting techniques, test evaluation, or model‑combination discussion."
A Review of Large Language Models for Automated Test Case Generation,"Automated test case generation aims to improve software testing by reducing the manual effort required to create test cases. Recent advancements in large language models (LLMs), with their ability to understand natural language and generate code, have identified new opportunities to enhance this process. In this review, the focus is on the use of LLMs in test case generation to identify the effectiveness of the proposed methods compared with existing tools and potential directions for future research. A literature search was conducted using online resources, filtering the studies based on the defined inclusion and exclusion criteria. This paper presents the findings from the selected studies according to the three research questions and further categorizes the findings based on the common themes. These findings highlight the opportunities and challenges associated with the use of LLMs in this domain. Although improvements were observed in metrics such as test coverage, usability, and correctness, limitations such as inconsistent performance and compilation errors were highlighted. This provides a state-of-the-art review of LLM-based test case generation, emphasizing the potential of LLMs to improve automated testing while identifying areas for further advancements. ",https://scispace.com/paper/a-review-of-large-language-models-for-automated-test-case-puzkayrm7s2u,2025,Journal Article,Machine learning and knowledge extraction,"Arda Celik
Qusay H. Mahmoud",10.3390/make7030097,"","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Review summarizes existing LLM test generation work; does not propose its own LLM‑driven method, prompting techniques, empirical results, or model architecture comparisons."
From Misuse to Mastery: Enhancing Code Generation with Knowledge-Driven AI Chaining,"Large Language Models (LLMs) have shown promising results in automatic code generation by improving coding efficiency to a certain extent. However, generating high-quality and reliable code remains a formidable task because of LLMs' lack of good programming practice, especially in exception handling. In this paper, we first conduct an empirical study and summarise three crucial challenges of LLMs in exception handling, i.e., incomplete exception handling, incorrect exception handling and abuse of try-catch. We then try prompts with different granularities to address such challenges, finding fine-grained knowledge-driven prompts works best. Based on our empirical study, we propose a novel Knowledge-driven Prompt Chaining-based code generation approach, name KPC, which decomposes code generation into an AI chain with iterative check-rewrite steps and chains fine-grained knowledge-driven prompts to assist LLMs in considering exception-handling specifications. We evaluate our KPC-based approach with 3,079 code generation tasks extracted from the Java official API documentation. Extensive experimental results demonstrate that the KPC-based approach has considerable potential to ameliorate the quality of code generated by LLMs. It achieves this through proficiently managing exceptions and obtaining remarkable enhancements of 109.86% and 578.57% with static evaluation methods, as well as a reduction of 18 runtime bugs in the sampled dataset with dynamic validation.",https://scispace.com/paper/from-misuse-to-mastery-enhancing-code-generation-with-2y857iu4g4,2023,Journal Article,arXiv.org,"Xiaoxue Ren
Xinyuan Ye
Dehai Zhao
Zhenchang Xing
Xiaohu Yang",10.48550/arxiv.2309.15606,https://scispace.compdf/from-misuse-to-mastery-enhancing-code-generation-with-2y857iu4g4.pdf,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on AI chaining and exception handling; LLMs mentioned only peripherally for test case suggestion, without dedicated method, prompting details, evaluation, or model architecture discussion."
"Discriminating Human-authored from ChatGPT-Generated Code Via
  Discernable Feature Analysis","The ubiquitous adoption of Large Language Generation Models (LLMs) in programming has underscored the importance of differentiating between human-written code and code generated by intelligent models. This paper specifically aims to distinguish code generated by ChatGPT from that authored by humans. Our investigation reveals disparities in programming style, technical level, and readability between these two sources. Consequently, we develop a discriminative feature set for differentiation and evaluate its efficacy through ablation experiments. Additionally, we devise a dataset cleansing technique, which employs temporal and spatial segmentation, to mitigate the dearth of datasets and to secure high-caliber, uncontaminated datasets. To further enrich data resources, we employ ""code transformation,"" ""feature transformation,"" and ""feature customization"" techniques, generating an extensive dataset comprising 10,000 lines of ChatGPT-generated code. The salient contributions of our research include: proposing a discriminative feature set yielding high accuracy in differentiating ChatGPT-generated code from human-authored code in binary classification tasks; devising methods for generating extensive ChatGPT-generated codes; and introducing a dataset cleansing strategy that extracts immaculate, high-grade code datasets from open-source repositories, thus achieving exceptional accuracy in code authorship attribution tasks. ",https://scispace.com/paper/discriminating-human-authored-from-chatgpt-generated-code-2xpzsr7c,2023,Posted Content,"","",10.48550/arxiv.2306.14397,https://scispace.com/pdf/discriminating-human-authored-from-chatgpt-generated-code-2xpzsr7c.pdf,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on detecting ChatGPT‑generated code, not on generating tests; no test‑generation methods, prompting for tests, or evaluation of test quality are presented."
An Investigation into Misuse of Java Security APIs by Large Language Models,"",https://scispace.com/paper/an-investigation-into-misuse-of-java-security-apis-by-large-3bdzvrsqoq,2024,Journal Article,"","Zahra Mousavi
Chadni Islam
Kristen Moore
Alsharif Abuadbba
Ali Babar",10.1145/3634737.3661134,https://scispace.compdf/an-investigation-into-misuse-of-java-security-apis-by-large-3bdzvrsqoq.pdf,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on security API misuse by LLM‑generated code; does not propose test generation, prompting methods, or evaluate generated tests."
Evaluating Code Generation of LLMs in Advanced Computer Science Problems,"Large Language Models (LLMs), such as GitHub Copilot and ChatGPT have become
popular among programming students. Students use LLMs to assist them in
programming courses, including generating source code. Previous work has
evaluated the ability of LLMs in solving introductory-course programming
assignments. The results have shown that LLMs are highly effective in
generating code for introductory Computer Science (CS) courses. However, there
is a gap in research on evaluating LLMs' ability to generate code that solves
advanced programming assignments. In this work, we evaluate the ability of four
LLM tools to solve programming assignments from advanced CS courses in three
popular programming languages, Java, Python, and C. We manually select 12
problems, three problems from introductory courses as the baseline and nine
programming assignments from second- and third-year CS courses. To evaluate the
LLM-generated code, we generate a test suite of 1000 test cases per problem and
analyze the program output. Our evaluation shows that although LLMs are highly
effective in generating source code for introductory programming courses,
solving advanced programming assignments is more challenging. Nonetheless, in
many cases, LLMs identify the base problem and provide partial solutions that
may be useful to CS students. Furthermore, our results may provide useful
guidance for teachers of advanced programming courses on how to design
programming assignments.",https://scispace.com/paper/http://arxiv.org/abs/2504.14964v1,2025,Preprint,"","Emir Catir
Robin Claesson
Rodothea Myrsini Tsoupidi","",http://arxiv.org/pdf/2504.14964v1,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on evaluating LLM code generation for programming assignments, not on generating or prompting tests, nor on test‑generation architectures."
Unit test generation using large language models: A systematic literature review,"Unit testing is a fundamental aspect of software development, ensuring the correctness and robustness of code implementations. Traditionally, unit tests are manually crafted by developers based on their understanding of the code and its requirements. However, this process can be time-consuming, errorprone, and may overlook certain edge cases. In recent years, there has been growing interest in leveraging large language models (LLMs) for automating the generation of unit tests. LLMs, such as GPT (Generative Pre-trained Transformer), CodeT5, StarCoder, LLaMA, have demonstrated remarkable capabilities in natural language understanding and code generation tasks. By using LLMs, researchers aim to develop techniques that automatically generate unit tests from code snippets or specifications, thus optimizing the software testing process. This paper presents a literature review of articles that use LLMs for unit test generation tasks. It also discusses the history of the most commonly used large language models and their parameters, including the first time they have been used for code generation tasks. The result of this study presents the large language models for code and unit test generation tasks and their increasing popularity in code generation domain, indicating a great promise for the future of unit test generation using LLMs.",https://scispace.com/paper/unit-test-generation-using-large-language-models-a-3z8x4culm7,2024,Journal Article,Vilnius University open series,"Dovydas Marius Zapkus
Asta Slotkiene",10.15388/lmitt.2024.20,https://epublications.vu.lt/object/elaba:198450771/198450771.pdf,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a literature review of existing LLM test‑generation work; does not introduce its own LLM‑driven method, prompting techniques, empirical results, or model architecture comparisons."
ChatGPT for PLC/DCS Control Logic Generation,"Large language models (LLMs) providing generative AI have become popular to
support software engineers in creating, summarizing, optimizing, and
documenting source code. It is still unknown how LLMs can support control
engineers using typical control programming languages in programming tasks.
Researchers have explored GitHub CoPilot or DeepMind AlphaCode for source code
generation but did not yet tackle control logic programming. The contribution
of this paper is an exploratory study, for which we created 100 LLM prompts in
10 representative categories to analyze control logic generation for of PLCs
and DCS from natural language. We tested the prompts by generating answers with
ChatGPT using the GPT-4 LLM. It generated syntactically correct IEC 61131-3
Structured Text code in many cases and demonstrated useful reasoning skills
that could boost control engineer productivity. Our prompt collection is the
basis for a more formal LLM benchmark to test and compare such models for
control logic generation.",https://scispace.com/paper/http://arxiv.org/abs/2305.15809v1,2023,Preprint,"","Heiko Koziolek
Sten Gruener
Virendra Ashiwal","",http://arxiv.org/pdf/2305.15809v1,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on PLC/DCS control logic generation, not software test creation; lacks test‑related prompting, evaluation, model architecture, and relevant tool discussions."
"MedHalu: Hallucinations in Responses to Healthcare Queries by Large
  Language Models","Large language models (LLMs) are starting to complement traditional
information seeking mechanisms such as web search. LLM-powered chatbots like
ChatGPT are gaining prominence among the general public. AI chatbots are also
increasingly producing content on social media platforms. However, LLMs are
also prone to hallucinations, generating plausible yet factually incorrect or
fabricated information. This becomes a critical problem when laypeople start
seeking information about sensitive issues such as healthcare. Existing works
in LLM hallucinations in the medical domain mainly focus on testing the medical
knowledge of LLMs through standardized medical exam questions which are often
well-defined and clear-cut with definitive answers. However, these approaches
may not fully capture how these LLMs perform during real-world interactions
with patients. This work conducts a pioneering study on hallucinations in
LLM-generated responses to real-world healthcare queries from patients.We
introduce MedHalu, a novel medical hallucination benchmark featuring diverse
health-related topics and hallucinated responses from LLMs, with detailed
annotation of the hallucination types and text spans. We also propose
MedHaluDetect, a comprehensive framework for evaluating LLMs' abilities to
detect hallucinations. Furthermore, we study the vulnerability to medical
hallucinations among three groups -- medical experts, LLMs, and laypeople.
Notably, LLMs significantly underperform human experts and, in some cases, even
laypeople in detecting medical hallucinations. To improve hallucination
detection, we propose an expert-in-the-loop approach that integrates expert
reasoning into LLM inputs, significantly improving hallucination detection for
all LLMs, including a 6.3% macro-F1 improvement for GPT-4.",https://scispace.com/paper/http://arxiv.org/abs/2409.19492v2,2024,Preprint,"","Vibhor Agarwal
Yiqiao Jin
Mohit Chandra
Munmun De Choudhury
Srijan Kumar
Nishanth Sastry","",http://arxiv.org/pdf/2409.19492v2,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on medical hallucination detection, not on LLM‑driven software test generation or related prompting, evaluation, or tool aspects."
Where Are Large Language Models for Code Generation on GitHub?,"The increasing use of Large Language Models (LLMs) in software development
has garnered significant attention from researchers assessing the quality of
the code they generate. However, much of the research focuses on controlled
datasets such as HumanEval, which fail to adequately represent how developers
actually utilize LLMs' code generation capabilities or clarify the
characteristics of LLM-generated code in real-world development scenarios. To
bridge this gap, our study investigates the characteristics of LLM-generated
code and its corresponding projects hosted on GitHub. Our findings reveal
several key insights: (1) ChatGPT and Copilot are the most frequently utilized
for generating code on GitHub. In contrast, there is very little code generated
by other LLMs on GitHub. (2) Projects containing ChatGPT/Copilot-generated code
are often small and less known, led by individuals or small teams. Despite
this, most projects are continuously evolving and improving. (3)
ChatGPT/Copilot is mainly utilized for generating Python, Java, and TypeScript
scripts for data processing and transformation. C/C++ and JavaScript code
generation focuses on algorithm and data structure implementation and user
interface code. Most ChatGPT/Copilot-generated code snippets are relatively
short and exhibit low complexity. (4) Compared to human-written code,
ChatGPT/Copilot-generated code exists in a small proportion of projects and
generally undergoes fewer modifications. Additionally, modifications due to
bugs are even fewer, ranging from just 3% to 8% across different languages. (5)
Most comments on ChatGPT/Copilot-generated code lack detailed information,
often only stating the code's origin without mentioning prompts, human
modifications, or testing status. Based on these findings, we discuss the
implications for researchers and practitioners.",https://scispace.com/paper/http://arxiv.org/abs/2406.19544v3,2024,Preprint,"","Xiao Yu
Lei Liu
Xing Hu
Jin Liu
Xin Xia","",http://arxiv.org/pdf/2406.19544v3,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Analyzes LLM‑generated code on GitHub, not test generation; lacks prompting methods, test evaluation, model architecture discussion, and tool-specific implementations."
Can ChatGPT Assess Human Personalities? A General Evaluation Framework,"Large Language Models (LLMs) especially ChatGPT have produced impressive
results in various areas, but their potential human-like psychology is still
largely unexplored. Existing works study the virtual personalities of LLMs but
rarely explore the possibility of analyzing human personalities via LLMs. This
paper presents a generic evaluation framework for LLMs to assess human
personalities based on Myers Briggs Type Indicator (MBTI) tests. Specifically,
we first devise unbiased prompts by randomly permuting options in MBTI
questions and adopt the average testing result to encourage more impartial
answer generation. Then, we propose to replace the subject in question
statements to enable flexible queries and assessments on different subjects
from LLMs. Finally, we re-formulate the question instructions in a manner of
correctness evaluation to facilitate LLMs to generate clearer responses. The
proposed framework enables LLMs to flexibly assess personalities of different
groups of people. We further propose three evaluation metrics to measure the
consistency, robustness, and fairness of assessment results from
state-of-the-art LLMs including ChatGPT and GPT-4. Our experiments reveal
ChatGPT's ability to assess human personalities, and the average results
demonstrate that it can achieve more consistent and fairer assessments in spite
of lower robustness against prompt biases compared with InstructGPT.",https://scispace.com/paper/http://arxiv.org/abs/2303.01248v3,2023,Preprint,"","Haocong Rao
Cyril Leung
Chunyan Miao","",http://arxiv.org/pdf/2303.01248v3,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on using LLMs to assess human MBTI personalities, not on generating software tests or related prompting/evaluation methods."
Large Language Model-Based Agents for Software Engineering: A Survey,"The recent advance in Large Language Models (LLMs) has shaped a new paradigm of AI agents, i.e., LLM-based agents. Compared to standalone LLMs, LLM-based agents substantially extend the versatility and expertise of LLMs by enhancing LLMs with the capabilities of perceiving and utilizing external resources and tools. To date, LLM-based agents have been applied and shown remarkable effectiveness in Software Engineering (SE). The synergy between multiple agents and human interaction brings further promise in tackling complex real-world SE problems. In this work, we present a comprehensive and systematic survey on LLM-based agents for SE. We collect 106 papers and categorize them from two perspectives, i.e., the SE and agent perspectives. In addition, we discuss open challenges and future directions in this critical domain. The repository of this survey is at https://github.com/FudanSELab/Agent4SE-Paper-List. ",https://scispace.com/paper/large-language-model-based-agents-for-software-engineering-a-5edi77w6grl0,2024,Journal Article,"","Junwei Liu
Kaixin Wang
Yixuan Chen
Xin Peng
Zhenpeng Chen
Lingming Zhang
Yiling Lou",10.48550/arxiv.2409.02977,https://scispace.compdf/large-language-model-based-agents-for-software-engineering-a-5edi77w6grl0.pdf,"- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Survey summarizes existing LLM‑based test agents without introducing its own test‑generation method, prompting design, empirical results, or model‑architecture analysis."
