"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"CONCORD: Clone-Aware Contrastive Learning for Source Code","https://scispace.com/paper/concord-clone-aware-contrastive-learning-for-source-code-3cwaqrjo","2023","Proceedings Article","International Symposium on Software Testing and Analysis","Yangruibo Ding
Saikat Chakraborty
Luca Buratti
Saurabh Pujar
Alessandro Morari
Gail E. Kaiser
Baishakhi Ray","10.1145/3597926.3598035","","Deep Learning (DL) models to analyze source code have shown immense promise during the past few years. More recently, self-supervised pre-training has gained traction for learning generic code representations valuable for many downstream SE tasks, such as clone and bug detection. While previous work successfully learned from different code abstractions (e.g., token, AST, graph), we argue that it is also essential to factor in how developers code day-to-day for learning general-purpose representation. On the one hand, human developers tend to write repetitive programs referencing existing code snippets from the current codebase or online resources (e.g., Stack Overflow website) rather than implementing functions from scratch; such behaviors result in a vast number of code clones. In contrast, a deviant clone by mistake might trigger malicious program behaviors. Thus, as a proxy to incorporate developers' coding behavior into the pre-training scheme, we propose to include code clones and their deviants. In particular, we propose CONCORD, a self-supervised pre-training strategy to place benign clones closer in the representation space while moving deviants further apart. We show that CONCORD's clone-aware pre-training drastically reduces the need for expensive pre-training resources while improving the performance of downstream SE tasks. We also empirically demonstrate that CONCORD can improve existing pre-trained models to learn better representations that consequently become more efficient in both identifying semantically equivalent programs and differentiating buggy from non-buggy code.","In this article , a self-supervised pre-training strategy is proposed to place benign code clones closer in the representation space while moving deviants further apart, which can improve the performance of downstream SE tasks."
"CONCORD: Clone-aware Contrastive Learning for Source Code","https://scispace.com/paper/concord-clone-aware-contrastive-learning-for-source-code-2nu45daq","2023","Posted Content","","","10.48550/arxiv.2306.03234","https://scispace.com/pdf/concord-clone-aware-contrastive-learning-for-source-code-2nu45daq.pdf","Deep Learning (DL) models to analyze source code have shown immense promise during the past few years. More recently, self-supervised pre-training has gained traction for learning generic code representations valuable for many downstream SE tasks, such as clone and bug detection. While previous work successfully learned from different code abstractions (e.g., token, AST, graph), we argue that it is also essential to factor in how developers code day-to-day for general-purpose representation learning. On the one hand, human developers tend to write repetitive programs referencing existing code snippets from the current codebase or online resources (e.g., Stack Overflow website) rather than implementing functions from scratch; such behaviors result in a vast number of code clones. In contrast, a deviant clone by mistake might trigger malicious program behaviors. Thus, as a proxy to incorporate developers' coding behavior into the pre-training scheme, we propose to include code clones and their deviants. In particular, we propose CONCORD, a self-supervised, contrastive learning strategy to place benign clones closer in the representation space while moving deviants further apart. We show that CONCORD's clone-aware contrastive learning drastically reduces the need for expensive pre-training resources while improving the performance of downstream SE tasks. We also empirically demonstrate that CONCORD can improve existing pre-trained models to learn better representations that consequently become more efficient in both identifying semantically equivalent programs and differentiating buggy from non-buggy code. ","In this paper , a self-supervised, contrastive learning strategy is proposed to place benign code clones closer in the representation space while moving deviants further apart, which reduces the need for expensive pre-training resources while improving the performance of downstream SE tasks."
"C4: Contrastive Cross-Language Code Clone Detection","https://scispace.com/paper/c4-contrastive-cross-language-code-clone-detection-3mvnnuzh","2022","Proceedings Article","IEEE International Conference on Program Comprehension","Chenning Tao
Qi Zhan
Xing Hu
Xin Xia","10.1145/3524610.3527911","","During software development, developers introduce code clones by reusing existing code to improve programming productivity. Considering the detrimental effects on software maintenance and evolution, many techniques are proposed to detect code clones. Existing approaches are mainly used to detect clones written in the same programming language. However, it is common to develop programs with the same functionality but in different programming languages to support various platforms. In this paper, we propose a new approach named C4, referring to Contrastive Cross-language Code Clone detection model. It can detect cross-language clones with learned representations effectively. C4 exploits the pre-trained model CodeBERT to convert programs in different languages into high-dimensional vector representations. In addition, we fine tune the C4 model through a constrastive learning objective that can effectively recognize clone pairs and non-clone pairs. To evaluate the effectiveness of our approach, we conduct extensive experiments on the dataset proposed by CLCDSA. Experimental results show that C4 achieves scores of 0.94, 0.90, and 0.92 in terms of precision, recall and F-measure and substantially outperforms the state-of-the-art baselines.","A new approach named C4, referring to Contrastive Cross-language Code Clone detection model, that can detect cross-language clones with learned representations effectively and substantially outperforms the state-of-the-art baselines is proposed."
"An ensemble learning approach for software semantic clone detection.","https://scispace.com/paper/an-ensemble-learning-approach-for-software-semantic-clone-4fcnrmu8ms","2020","Posted Content","arXiv: Software Engineering","Min Fu
Gang Luo
James Xi Zheng
Tianyi Zhang
Dongjin Yu
Miryung Kim","","https://arxiv.org/pdf/2010.04336.pdf","Code clone is a serious problem in software and has the potential to software defects, maintenance overhead, and licensing violations. Therefore, clone detection is important for reducing maintenance effort and improving code quality during software evolution. A variety of clone detection techniques have been proposed to identify similar code in software. However, few of them can efficiently detect semantic clones (functionally similar code without any syntactic resemblance). Recently, several deep learning based clone detectors are proposed to detect semantic clones. However, these approaches have high cost in data labelling and model training. In this paper, we propose a novel approach that leverages word embedding and ensemble learning techniques to detect semantic clones. Our evaluation on a commonly used clone benchmark, BigCloneBench, shows that our approach significantly improves the precision and recall of semantic clone detection, in comparison to a token-based clone detector, SourcererCC, and another deep learning based clone detector, CDLH.","This paper proposes a novel approach that leverages word embedding and ensemble learning techniques to detect semantic clones and shows that this approach significantly improves the precision and recall of semantic clone detection, in comparison to a token-based clone detector, SourcererCC, and another deep learning based clone detector"
"MISIM: A Neural Code Semantics Similarity System Using the Context-Aware Semantics Structure","https://scispace.com/paper/misim-a-neural-code-semantics-similarity-system-using-the-3xip41elde","2020","Posted Content","arXiv: Learning","Fangke Ye
Zhou Shengtian
Anand Venkat
Ryan Marcus
Nesime Tatbul
Jesmin Jahan Tithi
Niranjan Hasabnis
Paul Petersen
Timothy G. Mattson
Tim Kraska
Pradeep Dubey
Vivek Sarkar
Justin Gottschlich","","https://arxiv.org/pdf/2006.05265.pdf","Code semantics similarity can be used for many tasks such as code recommendation, automated software defect correction, and clone detection. Yet, the accuracy of such systems has not yet reached a level of general purpose reliability. To help address this, we present Machine Inferred Code Similarity (MISIM), a neural code semantics similarity system consisting of two core components: (i)MISIM uses a novel context-aware semantics structure, which was purpose-built to lift semantics from code syntax; (ii)MISIM uses an extensible neural code similarity scoring algorithm, which can be used for various neural network architectures with learned parameters. We compare MISIM to four state-of-the-art systems, including two additional hand-customized models, over 328K programs consisting of over 18 million lines of code. Our experiments show that MISIM has 8.08% better accuracy (using MAP@R) compared to the next best performing system.","Machine Inferred Code Similarity (MISIM) as discussed by the authors is a neural code semantics similarity system consisting of two core components: (i) a novel context-aware semantics structure, which was purpose-built to lift semantics from code syntax; (ii) an extensible neural code similarity scoring algorithm, which can be used for various neural network architectures with learned parameters."
"A Generative AI-Driven Method-level Semantic Clone Detection based on the Structural and Semantical Comparison of Methods","https://scispace.com/paper/a-generative-ai-driven-method-level-semantic-clone-detection-4l4fgsijw0","2024","article","IEEE Access","","10.1109/access.2024.3401770","","Code fragments with identical or similar functionality are called code clones. This study aims to detect semantic clones in Java-based programs, focusing on the method-level granularity. To accomplish this, our approach extracts and compares both semantical and structural features of Java methods and applies certain heuristics to obtain the final result set. The semantics of a method are often described by its documentation, while its structural details are characterized by its implementation within the code body. However, Java methods may not always be accompanied by descriptive documentation. To address this, we have employed a Generative AI tool named ChatGPT, which has the ability to understand the given code and generate its documentation. To compare the documentation of methods, we have used various corpus-based and knowledge-based information retrieval (IR) techniques. However, for comparing a method’s structural details, we tokenized the method’s body and applied an information retrieval technique called VSM (Vector Space Modelling) on the tokenized body. Additionally, we also extracted and compared certain method-level metrics for this purpose. Further, while doing the semantical comparison of methods, eight IR variants are formed based on the internal processing requirements of different IR techniques. The technique proposed in this paper relies on the textual and metrics-based analysis of Java programs with few parsing requirements, making it lightweight and less computation-intensive. To examine the efficiency of the proposed technique, we have validated it using a semantic clone benchmark. The results show that the proposed technique detects semantic clones with high recall values ranging from 67% to 81% and precision values ranging from 60% to 96% for different IR variants explored in our research.","A generative AI-driven method-level semantic clone detection technique based on structural and semantical comparison of methods in Java-based programs. The technique utilizes textual and metrics-based analysis with few parsing requirements, achieving high recall and precision values."
"MISIM: A Novel Code Similarity System","https://scispace.com/paper/misim-a-novel-code-similarity-system-4dor36zxyk","2020","Posted Content","","Fangke Ye
Zhou Shengtian
Anand Venkat
Ryan Marcus
Nesime Tatbul
Jesmin Jahan Tithi
Niranjan Hasabnis
Paul Petersen
Timothy G. Mattson
Tim Kraska
Pradeep Dubey
Vivek Sarkar
Justin Gottschlich","","https://scispace.com/pdf/misim-a-novel-code-similarity-system-4dor36zxyk.pdf","Code similarity systems are integral to a range of applications from code recommendation to automated software defect correction. We argue that code similarity is now a first-order problem that must be solved. To begin to address this, we present machine Inferred Code Similarity (MISIM), a novel end-to-end code similarity system that consists of two core components. First, MISIM uses a novel context-aware semantic structure, which is designed to aid in lifting semantic meaning from code syntax. Second, MISIM provides a neural-based code similarity scoring algorithm, which can be implemented with various neural network architectures with learned parameters. We compare MISIM to three state-of-the-art code similarity systems: (i)code2vec, (ii)Neural Code Comprehension, and (iii)Aroma. In our experimental evaluation across 328,155 programs (over 18 million lines of code), MISIM has 1.5x to 43.4x better accuracy than all three systems.","This work presents machine Inferred Code Similarity (MISIM), a novel end-to-end code similarity system that consists of two core components: a novel context-aware semantic structure and a neural-based code similarity scoring algorithm that can be implemented with various neural network architectures with learned parameters."
"The Remarkable Role of Similarity in Redundancy-based Program Repair","https://scispace.com/paper/the-remarkable-role-of-similarity-in-redundancy-based-3rmuryl6kw","2018","Posted Content","arXiv: Software Engineering","Zimin Chen
Martin Monperrus","","https://arxiv.org/pdf/1811.05703.pdf","Recently, there have been original attempts to use the concept of ""code similarity"" in program repair, suggesting that similarity analysis has an important role in the repair process. However, there is no dedicated work to characterize and quantify the role of similarity in redundancy-based program repair, where the patch is composed from source code taken from somewhere else. This is where our paper makes a major contribution: we perform a deep and systematic analysis of the role of code similarity during the exploration of the repair search space. We define and set up a large-scale experiment based on four code similarity metrics that capture different similarities: character, token, semantic and structure similarity. Overall, we have computed 56 million similarity score over 15 million source code components. We show that with similarity analysis, at least 90% of search space can be ignored to find the correct patch. Code similarity is capable of ranking the correct repair ingredient first in 4 - 33 % of the considered cases.","This paper performs a deep and systematic analysis of the role of code similarity during the exploration of the repair search space, and shows that with similarity analysis, at least 90% of search space can be ignored to find the correct patch."
"Evaluation of Contrastive Learning with Various Code Representations for
  Code Clone Detection","https://scispace.com/paper/evaluation-of-contrastive-learning-with-various-code-2zqss20j","2022","Posted Content","","","10.48550/arxiv.2206.08726","https://scispace.com/pdf/evaluation-of-contrastive-learning-with-various-code-2zqss20j.pdf","Code clones are pairs of code snippets that implement similar functionality. Clone detection is a fundamental branch of automatic source code comprehension, having many applications in refactoring recommendation, plagiarism detection, and code summarization. A particularly interesting case of clone detection is the detection of semantic clones, i.e., code snippets that have the same functionality but significantly differ in implementation. A promising approach to detecting semantic clones is contrastive learning (CL), a machine learning paradigm popular in computer vision but not yet commonly adopted for code processing. Our work aims to evaluate the most popular CL algorithms combined with three source code representations on two tasks. The first task is code clone detection, which we evaluate on the POJ-104 dataset containing implementations of 104 algorithms. The second task is plagiarism detection. To evaluate the models on this task, we introduce CodeTransformator, a tool for transforming source code. We use it to create a dataset that mimics plagiarised code based on competitive programming solutions. We trained nine models for both tasks and compared them with six existing approaches, including traditional tools and modern pre-trained neural models. The results of our evaluation show that proposed models perform diversely in each task, however the performance of the graph-based models is generally above the others. Among CL algorithms, SimCLR and SwAV lead to better results, while Moco is the most robust approach. Our code and trained models are available at https://doi.org/10.5281/zenodo.6360627, https://doi.org/10.5281/zenodo.5596345. ","Zhang et al. as discussed by the authors evaluated the most popular contrastive learning (CL) algorithms combined with three source code representations on two tasks, code clone detection and code plagiarism detection."
"Siambert: Siamese Bert-based Code Search","https://scispace.com/paper/siambert-siamese-bert-based-code-search-ftcc509t","2022","Proceedings Article","Annual Workshop of the Swedish Artificial Intelligence Society","Francisco J. Corbera Peña
Ángel Luis González
Sepideh Pashami
Ahmad Al-Shishtawy
Amir H. Payberah","10.1109/sais55783.2022.9833051","","Code Search is a practical tool that helps developers navigate growing source code repositories by connecting natural language queries with code snippets. Platforms such as StackOverflow resolve coding questions and answers; however, they cannot perform a semantic search through the code. Moreover, poorly documented code adds more complexity to search for code snippets in repositories. To tackle this challenge, this paper presents Siambert, a BERT-based model that gets the question in natural language and returns relevant code snippets. The Siambert architecture consists of two stages, where the first stage, inspired by Siamese Neural Network, returns the top K relevant code snippets to the input questions, and the second stage ranks the given snippets by the first stage. The experiments show that Siambert outperforms non-BERT-based models having improvements that range from 12% to 39% on the Recall@1 metric and improves the inference time performance, making it 15x faster than standard BERT models.","Siambert is presented, a BERT-based model that gets the question in natural language and returns relevant code snippets and improves the inference time performance, making it 15x faster than standard BERT models."
"Neural detection of semantic code clones via tree-based convolution","https://scispace.com/paper/neural-detection-of-semantic-code-clones-via-tree-based-51scotlp93","2019","Proceedings Article","International Conference on Program Comprehension","Hao Yu
Wing Lam
Long Chen
Ge Li
Tao Xie
Qianxiang Wang","10.1109/ICPC.2019.00021","","Code clones are similar code fragments that share the same semantics but may differ syntactically to various degrees. Detecting code clones helps reduce the cost of software maintenance and prevent faults. Various approaches of detecting code clones have been proposed over the last two decades, but few of them can detect semantic clones, i.e., code clones with dissimilar syntax. Recent research has attempted to adopt deep learning for detecting code clones, such as using tree-based LSTM over Abstract Syntax Tree (AST). However, it does not fully leverage the structural information of code fragments, thereby limiting its clone-detection capability. To fully unleash the power of deep learning for detecting code clones, we propose a new approach that uses tree-based convolution to detect semantic clones, by capturing both the structural information of a code fragment from its AST and lexical information from code tokens. Additionally, our approach addresses the limitation that source code has an unlimited vocabulary of tokens and models, and thus exploiting lexical information from code tokens is often ineffective when dealing with unseen tokens. Particularly, we propose a new embedding technique called position-aware character embedding (PACE), which essentially treats any token as a position-weighted combination of character one-hot embeddings. Our experimental results show that our approach substantially outperforms an existing state-of-the-art approach with an increase of 0.42 and 0.15 in F1-score on two popular code-clone benchmarks (OJClone and BigCloneBench), respectively, while being more computationally efficient. Our experimental results also show that PACE enables our approach to be substantially more effective when code clones contain unseen tokens.","This work proposes a new approach that uses tree-based convolution to detect semantic clones, by capturing both the structural information of a code fragment from its AST and lexical information from code tokens, and addresses the limitation that source code has an unlimited vocabulary of tokens and models."
"HINDBR: Heterogeneous Information Network Based Duplicate Bug Report Prediction","https://scispace.com/paper/hindbr-heterogeneous-information-network-based-duplicate-bug-o482vlsfrm","2020","Proceedings Article","International Symposium on Software Reliability Engineering","Guanping Xiao
Xiaoting Du
Yulei Sui
Tao Yue","10.1109/ISSRE5003.2020.00027","","Duplicate bug reports often exist in bug tracking systems (BTSs). Almost all the existing approaches for automatically detecting duplicate bug reports are based on text similarity. A recent study found that such approaches may become ineffective in detecting duplicates in bug reports submitted after the just-in-time (JIT) retrieval, which is now a built-in feature of modern BTSs (e.g., Bugzilla). This is mainly because the embedded JIT feature suggests possible duplicates in a bug database when a bug reporter types in the new summary field, therefore minimizing the submission of textually similar reports. Although JIT filtering seems effective, a number of bug report duplicates remain undetected. Our hypothesis is that we can detect them using a semantic similarity-based approach.This paper presents HINDBR, a novel deep neural network (DNN) that accurately detects semantically similar duplicate bug reports using a heterogeneous information network (HIN). Instead of matching text similarity alone, HINDBR embeds semantic relations of bug reports into a low-dimensional embedding space where two duplicate bug reports represented by two vectors are close to each other in the latent space. Results show that HINDBR is effective.","This paper presents HINDBR, a novel deep neural network (DNN) that accurately detects semantically similar duplicate bug reports using a heterogeneous information network (HIN)."
"SEED: Semantic Graph Based Deep Detection for Type-4 Clone","https://scispace.com/paper/seed-semantic-graph-based-deep-detection-for-type-4-clone-1fenw73t","2022","Book Chapter","","","10.1007/978-3-031-08129-3_8","https://scispace.com/pdf/seed-semantic-graph-based-deep-detection-for-type-4-clone-1fenw73t.pdf","Type-4 clones refer to a pair of code snippets with similar semantics but written in different syntax, which challenges the existing code clone detection techniques. Previous studies, however, highly rely on syntactic structures and textual tokens, which cannot precisely represent the semantic information of code and might introduce non-negligible noise into the detection models. To overcome these limitations, we design a novel semantic graph-based deep detection approach, called SEED. For a pair of code snippets, SEED constructs a semantic graph of each code snippet based on intermediate representation to represent the code semantic more precisely compared to the representations based on lexical and syntactic analysis. To accommodate the characteristics of Type-4 clones, a semantic graph is constructed focusing on the operators and API calls instead of all tokens. Then, SEED generates the feature vectors by using the graph match network and performs clone detection based on the similarity among the vectors. Extensive experiments show that our approach significantly outperforms two baseline approaches over two public datasets and one customized dataset. Especially, SEED outperforms other baseline methods by an average of 25.2% in the form of F1-Score. Our experiments demonstrate that SEED can reach state-of-the-art and be useful for Type-4 clone detection in practice. ","SEED as mentioned in this paper constructs a semantic graph of each code snippet based on intermediate representation to represent the code semantic more precisely compared to the representations based on lexical and syntactic analysis."
"From Local to Global Semantic Clone Detection","https://scispace.com/paper/from-local-to-global-semantic-clone-detection-kssls013o3","2020","Proceedings Article","","Yuan Yuan
Weiqiang Kong
Gang Hou
Yan Hu
Masahiko Watanabe
Akira Fukuda","10.1109/DSA.2019.00012","","Clone detection detects similar code fragments (refer to as clone code) in software products. It can help with software optimization and maintenance. Code clone detection can be divided into textual, lexical, syntactic and semantic levels. The existing technologies have achieved many good results in the first three levels, but no significant results have been obtained in semantic clone detection. In this paper, we propose a novel semantic level clone detection approach. We use the control flow graph (CFG) as an intermediate representation of the program method, combining the classical dynamic time warping (DTW) algorithm in the field of speech recognition with two deep neural network models (bidirectional RNN autoencoder and graph convolutional network (GCN)) to detect semantic level clone from local to global. We experimented with a dataset consisting of five large-scale real-world systems and a code corpus containing a large number of programming problems. The experimental results show that our approach can achieve good results in detecting both local and global semantic clone.","This paper uses the control flow graph (CFG) as an intermediate representation of the program method, combining the classical dynamic time warping (DTW) algorithm in the field of speech recognition with two deep neural network models (bidirectional RNN autoencoder and graph convolutional network) to detect semantic level clone from local to global."
"Sosed: a tool for finding similar software projects","https://scispace.com/paper/sosed-a-tool-for-finding-similar-software-projects-1b0zzea1ie","2020","Posted Content","arXiv: Software Engineering","Egor Bogomolov
Yaroslav Golubev
Artyom Lobanov
Vladimir Kovalenko
Timofey Bryksin","","https://scispace.compdf/sosed-a-tool-for-finding-similar-software-projects-1b0zzea1ie.pdf","In this paper, we present Sosed, a tool for discovering similar software projects. We use fastText to compute the embeddings of subtokens into a dense space for 120,000 GitHub repositories in 200 languages. Then, we cluster embeddings to identify groups of semantically similar sub-tokens that reflect topics in source code. We use a dataset of 9 million GitHub projects as a reference search base. To identify similar projects, we compare the distributions of clusters among their sub-tokens. The tool receives an arbitrary project as input, extracts sub-tokens in 16 most popular programming languages, computes cluster distribution, and finds projects with the closest distribution in the search base. We labeled subtoken clusters with short descriptions to enable Sosed to produce interpretable output. Sosed is available at this https URL. The tool demo is available at this https URL. The multi-language extractor of sub-tokens is available separately at this https URL.","This paper uses fastText to compute the embeddings of subto-kens into a dense space for 120,000 GitHub projects in 200 languages and labels subtoken clusters with short descriptions to enable Sosed to produce interpretable output."
"XCode: Towards Cross-Language Code Representation with Large-Scale Pre-Training","https://scispace.com/paper/xcode-towards-cross-language-code-representation-with-large-7u8argn8","2022","Journal Article","ACM Transactions on Software Engineering and Methodology","Zehao Lin
Guodun Li
Jingfeng Zhang
Xiangji Zeng
Yi Zhang
Yao Wan","10.1145/3506696","","Source code representation learning is the basis of applying artificial intelligence to many software engineering tasks such as code clone detection, algorithm classification, and code summarization. Recently, many works have tried to improve the performance of source code representation from various perspectives, e.g., introducing the structural information of programs into latent representation. However, when dealing with rapidly expanded unlabeled cross-language source code datasets from the Internet, there are still two issues. Firstly, deep learning models for many code-specific tasks still suffer from the lack of high-quality labels. Secondly, the structural differences among programming languages make it more difficult to process multiple languages in a single neural architecture. To address these issues, in this article, we propose a novel Cross-language Code representation with a large-scale pre-training (XCode) method. Concretely, we propose to use several abstract syntax trees and ELMo-enhanced variational autoencoders to obtain multiple pre-trained source code language models trained on about 1.5 million code snippets. To fully utilize the knowledge across programming languages, we further propose a Shared Encoder-Decoder (SED) architecture which uses the multi-teacher single-student method to transfer knowledge from the aforementioned pre-trained models to the distilled SED. The pre-trained models and SED will cooperate to better represent the source code. For evaluation, we examine our approach on three typical downstream cross-language tasks, i.e., source code translation, code clone detection, and code-to-code search, on a real-world dataset composed of programming exercises with multiple solutions. Experimental results demonstrate the effectiveness of our proposed approach on cross-language code representations. Meanwhile, our approach performs significantly better than several code representation baselines on different downstream tasks in terms of multiple automatic evaluation metrics.","A novel Cross-language Code representation with a large-scale pre-training (XCode) method that uses several abstract syntax trees and ELMo-enhanced variational autoencoders to obtain multiple pre-trained source code language models trained on about 1.5 million code snippets and a Shared Encoder-Decoder architecture which uses the multi-teacher single-student method to transfer knowledge."
"SCDetector: software functional clone detection based on semantic tokens analysis","https://scispace.com/paper/scdetector-software-functional-clone-detection-based-on-10v8hk90xx","2020","Proceedings Article","Automated Software Engineering","Yueming Wu
Deqing Zou
Shihan Dou
Siru Yang
Wei Yang
Feng Cheng
Hong Liang
Hai Jin","10.1145/3324884.3416562","","Code clone detection is to find out code fragments with similar functionalities, which has been more and more important in software engineering. Many approaches have been proposed to detect code clones, in which token-based methods are the most scalable but cannot handle semantic clones because of the lack of consideration of program semantics. To address the issue, researchers conduct program analysis to distill the program semantics into a graph representation and detect clones by matching the graphs. However, such approaches suffer from low scalability since graph matching is typically time-consuming. In this paper, we propose SCDetector to combine the scalability of token-based methods with the accuracy of graph-based methods for software functional clone detection. Given a function source code, we first extract the control flow graph by static analysis. Instead of using traditional heavyweight graph matching, we treat the graph as a social network and apply social-network-centrality analysis to dig out the centrality of each basic block. Then we assign the centrality to each token in a basic block and sum the centrality of the same token in different basic blocks. By this, a graph is turned into certain tokens with graph details (i.e., centrality), called semantic tokens. Finally, these semantic tokens are fed into a Siamese architecture neural network to train a code clone detector. We evaluate SCDetector on two large datasets of functionally similar code. Experimental results indicate that our system is superior to four state-of-the-art methods (i.e., SourcererCC, Deckard, RtvNN, and ASTNN) and the time cost of SCDetector is 14 times less than a traditional graph-based method (i.e., CCSharp) on detecting semantic clones.","In this paper, we propose a novel method to combine the scalability of token-based techniques with the accuracy of graph-based methods for software functional clone detection."
"TECCD: A Tree Embedding Approach for Code Clone Detection","https://scispace.com/paper/teccd-a-tree-embedding-approach-for-code-clone-detection-1536jxc54f","2019","Proceedings Article","International Conference on Software Maintenance","Yi Gao
Zan Wang
Shuang Liu
Lin Yang
Wei Sang
Yuanfang Cai","10.1109/ICSME.2019.00025","","Clone detection techniques have been explored for decades. Recently, deep learning techniques has been adopted to improve the code representation capability, and improve the state-of-the-art in code clone detection. These approaches usually require a transformation from AST to binary tree to incorporate syntactical information, which introduces overheads. Moreover, these approaches conduct term-embedding, which requires large training datasets. In this paper, we introduce a tree embedding technique to conduct clone detection. Our approach first conducts tree embedding to obtain a node vector for each intermediate node in the AST, which captures the structure information of ASTs. Then we compose a tree vector from its involving node vectors using a lightweight method. Lastly Euclidean distances between tree vectors are measured to determine code clones. We implement our approach in a tool called TECCD and conduct an evaluation using the BigCloneBench (BCB) and 7 other large scale Java projects. The results show that our approach achieves good accuracy and recall and outperforms existing approaches.","This paper introduces a tree embedding technique to conduct clone detection and shows that this approach achieves good accuracy and recall and outperforms existing approaches."
"FCCA: Hybrid Code Representation for Functional Clone Detection Using Attention Networks","https://scispace.com/paper/fcca-hybrid-code-representation-for-functional-clone-yur660eysx","2021","Journal Article","IEEE Transactions on Reliability","Wei Hua
Yulei Sui
Yao Wan
Guangzhong Liu
Guandong Xu","10.1109/TR.2020.3001918","","Code cloning, which reuses a fragment of source code via copy-and-paste with or without modifications, is a common way for code reuse and software prototyping. However, the duplicated code fragments often affect software quality, resulting in high maintenance cost. The existing clone detectors using shallow textual or syntactical features to identify code similarity are still ineffective in accurately finding sophisticated functional code clones in real-world code bases. This article proposes functional code clone detector using attention ( FCCA ), a deep-learning-based code clone detection approach on top of a hybrid code representation by preserving multiple code features, including unstructured (code in the form of sequential tokens) and structured (code in the form of abstract syntax trees and control-flow graphs) information. Multiple code features are fused into a hybrid representation, which is equipped with an attention mechanism that pays attention to important code parts and features that contribute to the final detection accuracy. We have implemented and evaluated FCCA using 275 777 real-world code clone pairs written in Java. The experimental results show that FCCA outperforms several state-of-the-art approaches for detecting functional code clones in terms of accuracy, recall, and F1 score.","FCCA, a deep-learning-based code clone detection approach on top of a hybrid code representation by preserving multiple code features, including unstructured and structured code information, equipped with an attention mechanism that pays attention to important code parts and features that contribute to the final detection accuracy."
"CCDLC Detection Framework-Combining Clustering with Deep Learning Classification for Semantic Clones","https://scispace.com/paper/ccdlc-detection-framework-combining-clustering-with-deep-4i1rsbg63d","2018","Proceedings Article","International Conference on Machine Learning and Applications","Abdullah Sheneamer","10.1109/ICMLA.2018.00111","","Code clones introduce difficulties in software maintenance and cause bug propagation. We propose a framework for detecting Java code obfuscation and both syntactic and semantic clones by adding cluster data which is using the sequential information bottleneck algorithm with (CNN) deep learing classification, called CCDLC. The CCDLC uses a novel Java bytecode dependency graph (BDG) along with program dependency graph (PDG) and abstract syntax tree (AST) features. We use several publicly available code clone and Java obfuscated code datasets for validating effectiveness of our framework. Our experimental results and evaluation indicate that using the combination of clustering and deep learning classification is a viable methodology, since they improve detecting clones and obfuscation code on the corpus. The key benefit of this approach is that our tool can improve detecting obfuscation accuracy about 5.44% and improve finding both Syntactic and Semantic clones accuracy about 12%","A framework for detecting Java code obfuscation and both syntactic and semantic clones by adding cluster data which is using the sequential information bottleneck algorithm with (CNN) deep learing classification, called CCDLC is proposed."
"DeepSim: deep learning code functional similarity","https://scispace.com/paper/deepsim-deep-learning-code-functional-similarity-1wi6o3q1xp","2018","Proceedings Article","Foundations of Software Engineering","Gang Zhao
Jeff Huang","10.1145/3236024.3236068","","Measuring code similarity is fundamental for many software engineering tasks, e.g., code search, refactoring and reuse. However, most existing techniques focus on code syntactical similarity only, while measuring code functional similarity remains a challenging problem. In this paper, we propose a novel approach that encodes code control flow and data flow into a semantic matrix in which each element is a high dimensional sparse binary feature vector, and we design a new deep learning model that measures code functional similarity based on this representation. By concatenating hidden representations learned from a code pair, this new model transforms the problem of detecting functionally similar code to binary classification, which can effectively learn patterns between functionally similar code with very different syntactics. We have implemented our approach, DeepSim, for Java programs and evaluated its recall, precision and time performance on two large datasets of functionally similar code. The experimental results show that DeepSim significantly outperforms existing state-of-the-art techniques, such as DECKARD, RtvNN, CDLH, and two baseline deep neural networks models.","A novel approach is proposed that encodes code control flow and data flow into a semantic matrix in which each element is a high dimensional sparse binary feature vector, and a new deep learning model is designed that measures code functional similarity based on this representation."
"DBSCAN-Based Automatic De-Duplication for Software Quality Inspection Data","https://scispace.com/paper/dbscan-based-automatic-de-duplication-for-software-quality-2tqb2k3y","","Journal Article","IEEE Access","Chun-hua Cao
Ya-na Tang
Hua Zhou
Yu-li Li
Zbigniew Marszalek","10.1109/ACCESS.2022.3164192","https://ieeexplore.ieee.org/ielx7/6287639/6514899/09745940.pdf","Software quality inspection will generate too much data, and removing duplicate data can improve the efficiency of software quality inspection. This paper studies the automatic de-duplication method of software quality inspection data based on density-based spatial clustering of applications with noise (DBSCAN) clustering. Intelligent optimization algorithm is used to generate software quality inspection data by initializing individuals, calculating fitness function value, improving individuals and splitting individuals that meet the conditions. Local linear embedding algorithm is selected to extract software quality inspection data features by searching neighborhood points, calculating reconstruction weight and projection vector. The extracted features are used to select DBSCAN multi-density clustering algorithm of regional division, and the automatic de-duplication of software quality inspection data is realized by grid division, data bin dividing and grid merging. The experimental results show that the precision and recall of this method are higher than 99%, and the resource consumption rate is low, which can effectively improve the efficiency of software quality inspection.","Wang et al. as mentioned in this paper proposed an automatic de-duplication method of software quality inspection data based on density-based spatial clustering of applications with noise (DBSCAN) clustering."
