Paper Title,Relevance,Paper Link,Publication Year,Publication Type,Publication Title,Author Names,DOI,PDF Link,Abstract
Batchensemble: an alternative approach to efficient ensemble and lifelong learning,"- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Introduces BatchEnsemble, an efficient ensemble technique with empirical gains in accuracy and uncertainty, but provides no formal bias‑variance, diversity, MoE, or superiority analyses; only limited theoretical connection to multi‑model aggregation and uncertainty.",https://scispace.com/paper/batchensemble-an-alternative-approach-to-efficient-ensemble-2incwg8i1t,2020,Proceedings Article,International Conference on Learning Representations,"Yeming Wen
Dustin Tran
Jimmy Ba","",https://arxiv.org/pdf/2002.06715,"Ensembles, where multiple neural networks are trained individually and their predictions are averaged, have been shown to be widely successful for improving both the accuracy and predictive uncertainty of single neural networks. However, an ensemble's cost for both training and testing increases linearly with the number of networks. In this paper, we propose BatchEnsemble, an ensemble method whose computational and memory costs are significantly lower than typical ensembles. BatchEnsemble achieves this by defining each weight matrix to be the Hadamard product of a shared weight among all ensemble members and a rank-one matrix per member. Unlike ensembles, BatchEnsemble is not only parallelizable across devices, where one device trains one member, but also parallelizable within a device, where multiple ensemble members are updated simultaneously for a given mini-batch. Across CIFAR-10, CIFAR-100, WMT14 EN-DE/EN-FR translation, and contextual bandits tasks, BatchEnsemble yields competitive accuracy and uncertainties as typical ensembles; the speedup at test time is 3X and memory reduction is 3X at an ensemble of size 4. We also apply BatchEnsemble to lifelong learning, where on Split-CIFAR-100, BatchEnsemble yields comparable performance to progressive neural networks while having a much lower computational and memory costs. We further show that BatchEnsemble can easily scale up to lifelong learning on Split-ImageNet which involves 100 sequential learning tasks."
"Deep Neural Network Ensembles against Deception: Ensemble Diversity, Accuracy and Robustness","- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Examines diversity‑accuracy correlation, noting higher diversity often yields better accuracy, but without formal proofs. Discusses error decorrelation as a factor for ensemble advantage, yet lacks rigorous condition statements. No bias‑variance analysis, MoE treatment, or uncertainty‑theory components are presented.",https://scispace.com/paper/deep-neural-network-ensembles-against-deception-ensemble-3bnhgk6e8w,2019,Posted Content,arXiv: Learning,"Ling Liu
Wenqi Wei
Ka-Ho Chow
Margaret Loper
Emre Gursoy
Stacey Truex
Yanzhao Wu","",https://arxiv.org/pdf/1908.11091,"Ensemble learning is a methodology that integrates multiple DNN learners for improving prediction performance of individual learners. Diversity is greater when the errors of the ensemble prediction is more uniformly distributed. Greater diversity is highly correlated with the increase in ensemble accuracy. Another attractive property of diversity optimized ensemble learning is its robustness against deception: an adversarial perturbation attack can mislead one DNN model to misclassify but may not fool other ensemble DNN members consistently. In this paper we first give an overview of the concept of ensemble diversity and examine the three types of ensemble diversity in the context of DNN classifiers. We then describe a set of ensemble diversity measures, a suite of algorithms for creating diversity ensembles and for performing ensemble consensus (voted or learned) for generating high accuracy ensemble output by strategically combining outputs of individual members. This paper concludes with a discussion on a set of open issues in quantifying ensemble diversity for robust deep learning."
Improving adversarial robustness via promoting ensemble diversity,"- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Defines adversarial diversity metric and ADP regularizer to improve ensemble robustness; lacks bias‑variance, MoE, and uncertainty theory; only empirical superiority conditions.",https://scispace.com/paper/improving-adversarial-robustness-via-promoting-ensemble-magb6npz5o,2019,Proceedings Article,International Conference on Machine Learning,"Tianyu Pang
Kun Xu
Chao Du
Ning Chen
Jun Zhu","",http://proceedings.mlr.press/v97/pang19a/pang19a.pdf,"Though deep neural networks have achieved significant progress on various tasks, often enhanced by model ensemble, existing high-performance models can be vulnerable to adversarial attacks. Many efforts have been devoted to enhancing the robustness of individual networks and then constructing a straightforward ensemble, e.g., by directly averaging the outputs, which ignores the interaction among networks. This paper presents a new method that explores the interaction among individual networks to improve robustness for ensemble models. Technically, we define a new notion of ensemble diversity in the adversarial setting as the diversity among non-maximal predictions of individual members, and present an adaptive diversity promoting (ADP) regularizer to encourage the diversity, which leads to globally better robustness for the ensemble by making adversarial examples difficult to transfer among individual members. Our method is computationally efficient and compatible with the defense methods acting on individual networks. Empirical results on various datasets verify that our method can improve adversarial robustness while maintaining state-of-the-art accuracy on normal examples."
Exploring Model Learning Heterogeneity for Boosting Ensemble Robustness,"- **Relevance Score:** 17/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Shows heterogeneous ensembles boost robustness via diversity and negative correlation, but lacks bias‑variance, MoE, and uncertainty theory.",https://scispace.com/paper/exploring-model-learning-heterogeneity-for-boosting-ensemble-4m0zkengt8,2023,Journal Article,arXiv.org,"Yanzhao Wu
Ka-Ho Chow
Wenqi Wei
Ling Liu",10.48550/arxiv.2310.02237,https://scispace.compdf/exploring-model-learning-heterogeneity-for-boosting-ensemble-4m0zkengt8.pdf,"Deep neural network ensembles hold the potential of improving generalization performance for complex learning tasks. This paper presents formal analysis and empirical evaluation to show that heterogeneous deep ensembles with high ensemble diversity can effectively leverage model learning heterogeneity to boost ensemble robustness. We first show that heterogeneous DNN models trained for solving the same learning problem, e.g., object detection, can significantly strengthen the mean average precision (mAP) through our weighted bounding box ensemble consensus method. Second, we further compose ensembles of heterogeneous models for solving different learning problems, e.g., object detection and semantic segmentation, by introducing the connected component labeling (CCL) based alignment. We show that this two-tier heterogeneity driven ensemble construction method can compose an ensemble team that promotes high ensemble diversity and low negative correlation among member models of the ensemble, strengthening ensemble robustness against both negative examples and adversarial attacks. Third, we provide a formal analysis of the ensemble robustness in terms of negative correlation. Extensive experiments validate the enhanced robustness of heterogeneous ensembles in both benign and adversarial settings. The source codes are available on GitHub at https://github.com/git-disl/HeteRobust."
Class imbalance ensemble learning based on the margin theory,"- **Relevance Score:** 14/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses margin‑based ensemble learning for imbalanced data and proposes an algorithm, but does not address bias‑variance, diversity‑accuracy, MoE, or uncertainty theory; offers limited theoretical conditions and error insights.",https://scispace.com/paper/class-imbalance-ensemble-learning-based-on-the-margin-theory-ldeg1wt5g9,2018,Journal Article,Applied Sciences,"Wei Feng
Wenjiang Huang
Jinchang Ren",10.3390/APP8050815,"","The proportion of instances belonging to each class in a data-set plays an important role in machine learning. However, the real world data often suffer from class imbalance. Dealing with multi-class tasks with different misclassification costs of classes is harder than dealing with two-class ones. Undersampling and oversampling are two of the most popular data preprocessing techniques dealing with imbalanced data-sets. Ensemble classifiers have been shown to be more effective than data sampling techniques to enhance the classification performance of imbalanced data. Moreover, the combination of ensemble learning with sampling methods to tackle the class imbalance problem has led to several proposals in the literature, with positive results. The ensemble margin is a fundamental concept in ensemble learning. Several studies have shown that the generalization performance of an ensemble classifier is related to the distribution of its margins on the training examples. In this paper, we propose a novel ensemble margin based algorithm, which handles imbalanced classification by employing more low margin examples which are more informative than high margin samples. This algorithm combines ensemble learning with undersampling, but instead of balancing classes randomly such as UnderBagging, our method pays attention to constructing higher quality balanced sets for each base classifier. In order to demonstrate the effectiveness of the proposed method in handling class imbalanced data, UnderBagging and SMOTEBagging are used in a comparative analysis. In addition, we also compare the performances of different ensemble margin definitions, including both supervised and unsupervised margins, in class imbalance learning."
Neural diversity is key to collective artificial learning,"- **Relevance Score:** 13/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Shows that behavioral diversity improves team performance, but lacks formal bias‑variance, MoE, uncertainty, or guarantee analyses; offers empirical diversity‑accuracy insights and links to collective learning concepts.",https://scispace.com/paper/neural-diversity-is-key-to-collective-artificial-learning-25pad17z1q8m,2024,Journal Article,"","Matteo Bettini
Ryan Kortvelesy
Amanda Prorok",10.48550/arxiv.2412.16244,https://scispace.compdf/neural-diversity-is-key-to-collective-artificial-learning-25pad17z1q8m.pdf,"Many of the world's most pressing issues, such as climate change and global peace, require complex collective problem-solving skills. Recent studies indicate that diversity in individuals' behaviors is key to developing such skills and increasing collective performance. Yet behavioral diversity in collective artificial learning is understudied, with today's machine learning paradigms commonly favoring homogeneous agent strategies over heterogeneous ones, mainly due to computational considerations. In this work, we employ novel diversity measurement and control paradigms to study the impact of behavioral heterogeneity in several facets of collective artificial learning. Through experiments in team play and other cooperative tasks, we show the emergence of unbiased behavioral roles that improve team outcomes; how neural diversity synergizes with morphological diversity; how diverse agents are more effective at finding cooperative solutions in sparse reward settings; and how behaviorally heterogeneous teams learn and retain latent skills to overcome repeated disruptions. Overall, our results indicate that, by controlling diversity, we can obtain non-trivial benefits over homogeneous training paradigms, demonstrating that diversity is a fundamental component of collective artificial learning, an insight thus far overlooked. "
Evolving Ensemble Fuzzy Classifier,"- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Mentions bias‑variance motivation but lacks formal analysis; otherwise provides no theoretical treatment of diversity, MoE, uncertainty, or superiority conditions.",https://scispace.com/paper/http://arxiv.org/abs/1705.06460v2,2017,Preprint,"","Mahardhika Pratama
Witold Pedrycz
Edwin Lughofer",10.1109/TFUZZ.2018.2796099,http://arxiv.org/pdf/1705.06460v2,"The concept of ensemble learning offers a promising avenue in learning from
data streams under complex environments because it addresses the bias and
variance dilemma better than its single model counterpart and features a
reconfigurable structure, which is well suited to the given context. While
various extensions of ensemble learning for mining non-stationary data streams
can be found in the literature, most of them are crafted under a static base
classifier and revisits preceding samples in the sliding window for a
retraining step. This feature causes computationally prohibitive complexity and
is not flexible enough to cope with rapidly changing environments. Their
complexities are often demanding because it involves a large collection of
offline classifiers due to the absence of structural complexities reduction
mechanisms and lack of an online feature selection mechanism. A novel evolving
ensemble classifier, namely Parsimonious Ensemble pENsemble, is proposed in
this paper. pENsemble differs from existing architectures in the fact that it
is built upon an evolving classifier from data streams, termed Parsimonious
Classifier pClass. pENsemble is equipped by an ensemble pruning mechanism,
which estimates a localized generalization error of a base classifier. A
dynamic online feature selection scenario is integrated into the pENsemble.
This method allows for dynamic selection and deselection of input features on
the fly. pENsemble adopts a dynamic ensemble structure to output a final
classification decision where it features a novel drift detection scenario to
grow the ensemble structure. The efficacy of the pENsemble has been numerically
demonstrated through rigorous numerical studies with dynamic and evolving data
streams where it delivers the most encouraging performance in attaining a
tradeoff between accuracy and complexity."
"Utilizing Ensemble Learning for Performance and Power Modeling and
  Improvement of Parallel Cancer Deep Learning CANDLE Benchmarks","- **Relevance Score:** 12/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Mentions bias‑variance trade‑off but lacks formal analysis; uses ensembles to improve performance/power prediction accuracy.",https://scispace.com/paper/http://arxiv.org/abs/2011.06654v1,2020,Preprint,"","Xingfu Wu
Valerie Taylor","",http://arxiv.org/pdf/2011.06654v1,"Machine learning (ML) continues to grow in importance across nearly all
domains and is a natural tool in modeling to learn from data. Often a tradeoff
exists between a model's ability to minimize bias and variance. In this paper,
we utilize ensemble learning to combine linear, nonlinear, and tree-/rule-based
ML methods to cope with the bias-variance tradeoff and result in more accurate
models. Hardware performance counter values are correlated with properties of
applications that impact performance and power on the underlying system. We use
the datasets collected for two parallel cancer deep learning CANDLE benchmarks,
NT3 (weak scaling) and P1B2 (strong scaling), to build performance and power
models based on hardware performance counters using single-object and
multiple-objects ensemble learning to identify the most important counters for
improvement. Based on the insights from these models, we improve the
performance and energy of P1B2 and NT3 by optimizing the deep learning
environments TensorFlow, Keras, Horovod, and Python under the huge page size of
8 MB on the Cray XC40 Theta at Argonne National Laboratory. Experimental
results show that ensemble learning not only produces more accurate models but
also provides more robust performance counter ranking. We achieve up to 61.15%
performance improvement and up to 62.58% energy saving for P1B2 and up to
55.81% performance improvement and up to 52.60% energy saving for NT3 on up to
24,576 cores."
Accurate Uncertainty Estimation and Decomposition in Ensemble Learning.,"- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a Bayesian nonparametric framework with theoretical guarantees for accurate uncertainty estimation and decomposition in ensembles; lacks bias‑variance, diversity, MoE, or superiority condition analyses.",https://scispace.com/paper/accurate-uncertainty-estimation-and-decomposition-in-3u9fiw229i,2019,Posted Content,arXiv: Learning,"Jeremiah Zhe Liu
John Paisley
Marianthi-Anna Kioumourtzoglou
Brent A. Coull","",https://arxiv.org/pdf/1911.04061.pdf,"Ensemble learning is a standard approach to building machine learning systems that capture complex phenomena in real-world data. An important aspect of these systems is the complete and valid quantification of model uncertainty. We introduce a Bayesian nonparametric ensemble (BNE) approach that augments an existing ensemble model to account for different sources of model uncertainty. BNE augments a model's prediction and distribution functions using Bayesian nonparametric machinery. It has a theoretical guarantee in that it robustly estimates the uncertainty patterns in the data distribution, and can decompose its overall predictive uncertainty into distinct components that are due to different sources of noise and error. We show that our method achieves accurate uncertainty estimates under complex observational noise, and illustrate its real-world utility in terms of uncertainty decomposition and model bias detection for an ensemble in predict air pollution exposures in Eastern Massachusetts, USA."
Accurate Uncertainty Estimation and Decomposition in Ensemble Learning,"- **Relevance Score:** 11/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides a Bayesian nonparametric framework that theoretically quantifies and decomposes ensemble uncertainty, but does not address bias‑variance, diversity‑accuracy trade‑offs, MoE theory, or formal superiority conditions.",https://scispace.com/paper/accurate-uncertainty-estimation-and-decomposition-in-2da93dh2fl,2019,Proceedings Article,Neural Information Processing Systems,"Jeremiah Zhe Liu
John Paisley
Marianthi-Anna Kioumourtzoglou
Brent A. Coull","",https://scispace.com/pdf/accurate-uncertainty-estimation-and-decomposition-in-2da93dh2fl.pdf,"Ensemble learning is a standard approach to building machine learning systems that capture complex phenomena in real-world data. An important aspect of these systems is the complete and valid quantification of model uncertainty. We introduce a Bayesian nonparametric ensemble (BNE) approach that augments an existing ensemble model to account for different sources of model uncertainty. BNE augments a model’s prediction and distribution functions using Bayesian nonparametric machinery. It has a theoretical guarantee in that it robustly estimates the uncertainty patterns in the data distribution, and can decompose its overall predictive uncertainty into distinct components that are due to different sources of noise and error. We show that our method achieves accurate uncertainty estimates under complex observational noise, and illustrate its real-world utility in terms of uncertainty decomposition and model bias detection for an ensemble in predict air pollution exposures in Eastern Massachusetts, USA."
Novel Meta-Learning Techniques for the Multiclass Image Classification Problem,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses MoE and ensemble combos for image classification, but focuses on empirical meta‑learning designs; lacks formal bias‑variance, diversity, uncertainty, or superiority analyses.",https://scispace.com/paper/novel-meta-learning-techniques-for-the-multiclass-image-6abiujjz,2022,Journal Article,Sensors,"Anton Vogiatzis
S. Orfanoudakis
Georgios Chalkiadakis
Konstantia Moirogiorgou
Michalis Zervakis",10.3390/s23010009,https://scispace.com/pdf/novel-meta-learning-techniques-for-the-multiclass-image-6abiujjz.pdf,"Multiclass image classification is a complex task that has been thoroughly investigated in the past. Decomposition-based strategies are commonly employed to address it. Typically, these methods divide the original problem into smaller, potentially simpler problems, allowing the application of numerous well-established learning algorithms that may not apply directly to the original task. This work focuses on the efficiency of decomposition-based methods and proposes several improvements to the meta-learning level. In this paper, four methods for optimizing the ensemble phase of multiclass classification are introduced. The first demonstrates that employing a mixture of experts scheme can drastically reduce the number of operations in the training phase by eliminating redundant learning processes in decomposition-based techniques for multiclass problems. The second technique for combining learner-based outcomes relies on Bayes’ theorem. Combining the Bayes rule with arbitrary decompositions reduces training complexity relative to the number of classifiers even further. Two additional methods are also proposed for increasing the final classification accuracy by decomposing the initial task into smaller ones and ensembling the output of the base learners along with that of a multiclass classifier. Finally, the proposed novel meta-learning techniques are evaluated on four distinct datasets of varying classification difficulty. In every case, the proposed methods present a substantial accuracy improvement over existing traditional image classification techniques."
Universal Genetic Programming: a Meta Learning Approach based on Semantics,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Discusses ensemble classifications and diversity types, but lacks formal bias‑variance analysis, MoE theory, uncertainty quantification, or proven superiority conditions.",https://scispace.com/paper/universal-genetic-programming-a-meta-learning-approach-based-47k2iuovn6,2019,Dissertation,"",Alessandro Re,"",https://scispace.com/pdf/universal-genetic-programming-a-meta-learning-approach-based-47k2iuovn6.pdf,A thesis submitted in partial fulfillment of the requirements for the degree of Doctor in Information Management
Why m heads are better than one: Training a diverse ensemble of deep networks,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses diversity‑encouraging losses to improve ensembles, but lacks formal bias‑variance analysis, MoE theory, uncertainty quantification, or proven superiority conditions.",https://scispace.com/paper/why-m-heads-are-better-than-one-training-a-diverse-ensemble-1cewbbgow1,2015,Posted Content,arXiv: Computer Vision and Pattern Recognition,"Stefan Lee
Senthil Purushwalkam
Michael Cogswell
David J. Crandall
Dhruv Batra","",https://arxiv.org/pdf/1511.06314,"Convolutional Neural Networks have achieved state-of-the-art performance on a wide range of tasks. Most benchmarks are led by ensembles of these powerful learners, but ensembling is typically treated as a post-hoc procedure implemented by averaging independently trained models with model variation induced by bagging or random initialization. In this paper, we rigorously treat ensembling as a first-class problem to explicitly address the question: what are the best strategies to create an ensemble? We first compare a large number of ensembling strategies, and then propose and evaluate novel strategies, such as parameter sharing (through a new family of models we call TreeNets) as well as training under ensemble-aware and diversity-encouraging losses. We demonstrate that TreeNets can improve ensemble performance and that diverse ensembles can be trained end-to-end under a unified loss, achieving significantly higher ""oracle"" accuracies than classical ensembles."
Domain adaptive ensemble learning,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses multiple domain‑specific classifier heads as experts, but provides no formal bias‑variance, diversity‑accuracy, uncertainty, or superiority analysis; only empirical domain adaptation results.",https://scispace.com/paper/domain-adaptive-ensemble-learning-4i5cx32ntm,2020,Journal Article,arXiv: Computer Vision and Pattern Recognition,"Kaiyang Zhou
Yongxin Yang
Yu Qiao
Tao Xiang",10.1109/TIP.2021.3112012,https://arxiv.org/pdf/2003.07325,"The problem of generalizing deep neural networks from multiple source domains to a target one is studied under two settings: When unlabeled target data is available, it is a multi-source unsupervised domain adaptation (UDA) problem, otherwise a domain generalization (DG) problem. We propose a unified framework termed domain adaptive ensemble learning (DAEL) to address both problems. A DAEL model is composed of a CNN feature extractor shared across domains and multiple classifier heads each trained to specialize in a particular source domain. Each such classifier is an expert to its own domain and a non-expert to others. DAEL aims to learn these experts collaboratively so that when forming an ensemble, they can leverage complementary information from each other to be more effective for an unseen target domain. To this end, each source domain is used in turn as a pseudo-target-domain with its own expert providing supervisory signal to the ensemble of non-experts learned from the other sources. For unlabeled target data under the UDA setting where real expert does not exist, DAEL uses pseudo-label to supervise the ensemble learning. Extensive experiments on three multi-source UDA datasets and two DG datasets show that DAEL improves the state of the art on both problems, often by significant margins. The code is released at \url{this https URL}."
Multi-Head Mixture-of-Experts,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Introduces MH-MoE architecture, but provides mainly empirical results; lacks formal ensemble theory, bias‑variance analysis, diversity‑accuracy trade‑offs, or uncertainty bounds. Offers a novel MoE variant without rigorous theoretical treatment.",https://scispace.com/paper/http://arxiv.org/abs/2404.15045v1,2024,Preprint,"","Xun Wu
Shaohan Huang
Wenhui Wang
Furu Wei","",http://arxiv.org/pdf/2404.15045v1,"Sparse Mixtures of Experts (SMoE) scales model capacity without significant
increases in training and inference costs, but exhibits the following two
issues: (1) Low expert activation, where only a small subset of experts are
activated for optimization. (2) Lacking fine-grained analytical capabilities
for multiple semantic concepts within individual tokens. We propose Multi-Head
Mixture-of-Experts (MH-MoE), which employs a multi-head mechanism to split each
token into multiple sub-tokens. These sub-tokens are then assigned to and
processed by a diverse set of experts in parallel, and seamlessly reintegrated
into the original token form. The multi-head mechanism enables the model to
collectively attend to information from various representation spaces within
different experts, while significantly enhances expert activation, thus deepens
context understanding and alleviate overfitting. Moreover, our MH-MoE is
straightforward to implement and decouples from other SMoE optimization
methods, making it easy to integrate with other SMoE models for enhanced
performance. Extensive experimental results across three tasks: English-focused
language modeling, Multi-lingual language modeling and Masked multi-modality
modeling tasks, demonstrate the effectiveness of MH-MoE."
Offline Reinforcement Learning for Mixture-of-Expert Dialogue Management,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses MoE-LMs to shrink dialogue action space, but offers no formal ensemble bias‑variance analysis, diversity‑accuracy trade‑offs, uncertainty theory, or proven superiority conditions.",https://scispace.com/paper/http://arxiv.org/abs/2302.10850v2,2023,Preprint,"","Dhawal Gupta
Yinlam Chow
Aza Tulepbergenov
Mohammad Ghavamzadeh
Craig Boutilier","",http://arxiv.org/pdf/2302.10850v2,"Reinforcement learning (RL) has shown great promise for developing dialogue
management (DM) agents that are non-myopic, conduct rich conversations, and
maximize overall user satisfaction. Despite recent developments in RL and
language models (LMs), using RL to power conversational chatbots remains
challenging, in part because RL requires online exploration to learn
effectively, whereas collecting novel human-bot interactions can be expensive
and unsafe. This issue is exacerbated by the combinatorial action spaces facing
these algorithms, as most LM agents generate responses at the word level. We
develop a variety of RL algorithms, specialized to dialogue planning, that
leverage recent Mixture-of-Expert Language Models (MoE-LMs) -- models that
capture diverse semantics, generate utterances reflecting different intents,
and are amenable for multi-turn DM. By exploiting MoE-LM structure, our methods
significantly reduce the size of the action space and improve the efficacy of
RL-based DM. We evaluate our methods in open-domain dialogue to demonstrate
their effectiveness w.r.t.\ the diversity of intent in generated utterances and
overall DM performance."
Modeling task relationships in multi-task learning with multi-gate mixture-of-experts,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Multi‑gate Mixture‑of‑Experts to empirically improve multi‑task performance; provides limited theoretical treatment of MoE gating, but lacks formal ensemble, bias‑variance, diversity, uncertainty, or superiority analyses.",https://scispace.com/paper/modeling-task-relationships-in-multi-task-learning-with-33ubyolnt2,2018,Proceedings Article,Knowledge Discovery and Data Mining,"Jiaqi Ma
Zhe Zhao
Xinyang Yi
Jilin Chen
Lichan Hong
Ed H. Chi",10.1145/3219819.3220007,https://dl.acm.org/doi/pdf/10.1145/3219819.3220007,"Neural-based multi-task learning has been successfully used in many real-world large-scale applications such as recommendation systems. For example, in movie recommendations, beyond providing users movies which they tend to purchase and watch, the system might also optimize for users liking the movies afterwards. With multi-task learning, we aim to build a single model that learns these multiple goals and tasks simultaneously. However, the prediction quality of commonly used multi-task models is often sensitive to the relationships between tasks. It is therefore important to study the modeling tradeoffs between task-specific objectives and inter-task relationships. In this work, we propose a novel multi-task learning approach, Multi-gate Mixture-of-Experts (MMoE), which explicitly learns to model task relationships from data. We adapt the Mixture-of-Experts (MoE) structure to multi-task learning by sharing the expert submodels across all tasks, while also having a gating network trained to optimize each task. To validate our approach on data with different levels of task relatedness, we first apply it to a synthetic dataset where we control the task relatedness. We show that the proposed approach performs better than baseline methods when the tasks are less related. We also show that the MMoE structure results in an additional trainability benefit, depending on different levels of randomness in the training data and model initialization. Furthermore, we demonstrate the performance improvements by MMoE on real tasks including a binary classification benchmark, and a large-scale content recommendation system at Google."
"Optimal Expert Selection for Distributed Mixture-of-Experts at the
  Wireless Edge","- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses MoE architecture to schedule expert inference and subcarrier allocation, but provides optimization algorithms rather than theoretical analysis of bias‑variance, diversity, uncertainty, or superiority conditions.",https://scispace.com/paper/http://arxiv.org/abs/2503.13421v1,2025,Preprint,"","Shengling Qin
Hai Wu
Hongyang Du
Kaibin Huang","",http://arxiv.org/pdf/2503.13421v1,"The emergence of distributed Mixture-of-Experts (DMoE) systems, which deploy
expert models at edge nodes, offers a pathway to achieving connected
intelligence in sixth-generation (6G) mobile networks and edge artificial
intelligence (AI). However, current DMoE systems lack an effective expert
selection algorithm to address the simultaneous task-expert relevance and
channel diversity inherent in these systems. Traditional AI or communication
systems focus on either performance or channel conditions, and direct
application of these methods leads to high communication overhead or low
performance. To address this, we propose the DMoE protocol to schedule the
expert inference and inter-expert transmission. This protocol identifies expert
selection and subcarrier allocation as key optimization problems. We formulate
an expert selection problem by incorporating both AI performance and channel
conditions, and further extend it to a Joint Expert and Subcarrier Allocation
(JESA) problem for comprehensive AI and channel management within the DMoE
framework. For the NP-hard expert selection problem, we introduce the Dynamic
Expert Selection (DES) algorithm, which leverages a linear relaxation as a
bounding criterion to significantly reduce search complexity. For the JESA
problem, we discover a unique structural property that ensures asymptotic
optimality in most scenarios. We propose an iterative algorithm that addresses
subcarrier allocation as a subproblem and integrates it with the DES algorithm.
The proposed framework effectively manages the tradeoff between task relevance
and channel conditions through a tunable importance factor, enabling flexible
adaptation to diverse scenarios. Numerical experiments validate the dual
benefits of the proposed expert selection algorithm: high performance and
significantly reduced cost."
"A Mixture of Experts Gating Network for Enhanced Surrogate Modeling in
  External Aerodynamics","- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses MoE gating to blend three heterogeneous CFD surrogates, but provides only empirical validation; lacks formal bias‑variance, diversity, uncertainty, or superiority analyses.",https://scispace.com/paper/http://arxiv.org/abs/2508.21249v1,2025,Preprint,"","Mohammad Amin Nabian
Sanjay Choudhry","",http://arxiv.org/pdf/2508.21249v1,"The computational cost associated with high-fidelity CFD simulations remains
a significant bottleneck in the automotive design and optimization cycle. While
ML-based surrogate models have emerged as a promising alternative to accelerate
aerodynamic predictions, the field is characterized by a diverse and rapidly
evolving landscape of specialized neural network architectures, with no single
model demonstrating universal superiority. This paper introduces a novel
meta-learning framework that leverages this architectural diversity as a
strength. We propose a Mixture of Experts (MoE) model that employs a dedicated
gating network to dynamically and optimally combine the predictions from three
heterogeneous, state-of-the-art surrogate models: DoMINO, a decomposable
multi-scale neural operator; X-MeshGraphNet, a scalable multi-scale graph
neural network; and FigConvNet, a factorized implicit global convolution
network. The gating network learns a spatially-variant weighting strategy,
assigning credibility to each expert based on its localized performance in
predicting surface pressure and wall shear stress fields. To prevent model
collapse and encourage balanced expert contributions, we integrate an entropy
regularization term into the training loss function. The entire system is
trained and validated on the DrivAerML dataset, a large-scale, public benchmark
of high-fidelity CFD simulations for automotive aerodynamics. Quantitative
results demonstrate that the MoE model achieves a significant reduction in L-2
prediction error, outperforming not only the ensemble average but also the most
accurate individual expert model across all evaluated physical quantities. This
work establishes the MoE framework as a powerful and effective strategy for
creating more robust and accurate composite surrogate models by synergistically
combining the complementary strengths of specialized architectures."
Sparse moes meet efficient ensembles,"- **Relevance Score:** 10/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Provides an empirical architecture combining ensembles and sparse MoEs, but lacks formal bias‑variance, diversity, uncertainty, or superiority analyses; only loosely touches MoE theory.",https://scispace.com/paper/sparse-moes-meet-efficient-ensembles-1yimfe4xdz,2021,Posted Content,arXiv: Learning,"James Urquhart Allingham
Florian Wenzel
Zelda Mariet
Basil Mustafa
Joan Puigcerver
Neil Houlsby
Ghassen Jerfel
Vincent Fortuin
Balaji Lakshminarayanan
Jasper Snoek
Dustin Tran
Carlos Riquelme Ruiz
Rodolphe Jenatton","",https://arxiv.org/pdf/2110.03360,"Machine learning models based on the aggregated outputs of submodels, either at the activation or prediction levels, lead to strong performance. We study the interplay of two popular classes of such models: ensembles of neural networks and sparse mixture of experts (sparse MoEs). First, we show that these two approaches have complementary features whose combination is beneficial. Then, we present partitioned batch ensembles, an efficient ensemble of sparse MoEs that takes the best of both classes of models. Extensive experiments on fine-tuned vision transformers demonstrate the accuracy, log-likelihood, few-shot learning, robustness, and uncertainty calibration improvements of our approach over several challenging baselines. Partitioned batch ensembles not only scale to models with up to 2.7B parameters, but also provide larger performance gains for larger models."
