"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Human-AI Collaboration in Validating and Refining LLM Summaries of Test Automation Results","https://scispace.com/paper/human-ai-collaboration-in-validating-and-refining-llm-o1sobxhsat32","2025","Journal Article","International journal of research and review","Ajith J. Thomas","10.52403/ijrr.20250941","","With Large Language Models (LLMs) persistently demonstrating the capabilities of automating software test procedures, the need for effective human monitoring and cooperation in confirming AI-produced test summaries has grown to become a top priority in software quality assurance. This integrative review synthesizes current evidence for human-AI collaborative frameworks for verifying and enhancing LLM-generated summaries of test automation reports, investigating the intersection of artificial intelligence strengths and human competence in ensuring reliable software testing results. The review systematically reviews existing methodological paradigms for human-in-the-loop testing protocols, with particular emphasis on quality engineering techniques instilling confidence and safety in software systems that utilize LLMs, and empirical research comparing LLM and human judge performance in software engineering contexts to investigate the potential and potential constraints of AI systems as standalone judges of test quality. Underlying the analysis here is a look at collaborative intelligence frameworks that integrate human knowledge and AI potential smoothly within software testing scenarios, evaluating structured interaction designs that enable significant human-LLM collaboration and examining functionality-aware decision-making that can maximize the dependability of AI-generated test summaries through knowledge-validation mechanisms that integrate LLMs with human overseeing mechanisms. Discoveries emphasize that strong human-AI collaboration in testing result validation requires well-designed interaction paradigms leveraging human domain expertise while exploiting AI processing abilities, with trust and transparency being key determinants of establishing including robust evaluation metrics, mixed-methods validation schemes, and human-centric approaches to AI-generated technical documentation. The review finishes by proposing a harmonized methodological approach for measuring human-AI collaboration effectiveness in test automation cases, highlighting the necessity of systematic validation processes, interpretable AI decision-making algorithms, and continuous human oversight in guaranteeing software quality requirements, with significant implications for software engineering practitioners seeking to integrate LLM functionality into existing testing procedures while maintaining high-quality assurance standards. Keywords: Human-AI collaboration, Large Language Models, test automation, software testing, validation frameworks, quality assurance, human-in-the-loop systems, collaborative intelligence ","This integrative review synthesizes evidence on human-AI collaboration frameworks for verifying and enhancing LLM-generated summaries of test automation reports, emphasizing the importance of trust, transparency, and well-designed interaction paradigms in ensuring reliable software testing results."
"AgentNet: Decentralized Evolutionary Coordination for LLM-based Multi-Agent Systems","https://scispace.com/paper/agentnet-decentralized-evolutionary-coordination-for-llm-5uzvj5pw9aho","2025","Journal Article","","Yingxuan Yang
Huacan Chai
Weinan Zhang","10.32388/ws0vim","","The rapid advancement of Large Language Models (LLMs) has catalyzed the development of multi-agent systems, where multiple LLM-based agents collaborate to solve complex tasks. However, existing systems predominantly rely on centralized coordination, which introduces scalability bottlenecks, limits adaptability, and creates single points of failure. Additionally, concerns over privacy and proprietary knowledge sharing hinder cross-organizational collaboration, leading to siloed expertise. To address these challenges, we propose AgentNet, a decentralized, Retrieval-Augmented Generation (RAG)-based framework that enables LLM-based agents to autonomously evolve their capabilities and collaborate efficiently in a Directed Acyclic Graph (DAG)-structured network. Unlike traditional multi-agent systems that depend on static role assignments or centralized control, AgentNet allows agents to specialize dynamically, adjust their connectivity, and route tasks without relying on predefined workflows. AgentNet’s core design is built upon several key innovations: (1) Fully Decentralized Paradigm: Removing the central orchestrator, allowing agents to coordinate and specialize autonomously, fostering fault tolerance and emergent collective intelligence. (2) Dynamically Evolving Graph Topology: Real-time adaptation of agent connections based on task demands, ensuring scalability and resilience. (3) Adaptive Learning for Expertise Refinement: A retrieval-based memory system that enables agents to continuously update and refine their specialized skills. By eliminating centralized control, AgentNet enhances fault tolerance, promotes scalable specialization, and enables privacy-preserving collaboration across organizations. Through decentralized coordination and minimal data exchange, agents can leverage diverse knowledge sources while safeguarding sensitive information. Experimental results demonstrate that AgentNet outperforms traditional centralized multi-agent systems, significantly improving efficiency, adaptability, and scalability in dynamic environments, making it a promising foundation for next-generation autonomous, privacy-respecting multi-agent ecosystems. ","AgentNet proposes a decentralized, RAG-based framework for LLM-based multi-agent systems, enabling autonomous evolution, dynamic specialization, and efficient collaboration in a DAG-structured network, enhancing fault tolerance, scalability, and privacy-preserving collaboration across organizations."
"Llmagentnet: a collaborative network of autonomous ai agents for complex task execution","https://scispace.com/paper/llmagentnet-a-collaborative-network-of-autonomous-ai-agents-sp801flr8qdv","2025","Journal Article","Scientific Bulletin of UNFU","А. Р. Бідочко
Yaroslav Vyklyuk","10.36930/40350412","","Recent advancements in Large Language Models (LLMs) have opened new horizons for building autonomous AI agents capable of executing complex, multi-step tasks across a wide range of domains. Despite this progress, existing multi-agent systems often suffer from limited interoperability and extensibility due to rigid communication protocols, closed ecosystems, and monolithic architectural assumptions. To address these limitations, we introduce LLMAgentNet – a collaborative, modular framework designed for orchestrating multiple autonomous AI agents that leverage LLMs for planning, reasoning, and execution. The LLMAgentNet framework is based on a decentralized agent architecture in which agents can communicate and collaborate using standardized RESTful API calls. By utilizing the OpenAPI Specification, LLMAgentNet enables seamless integration of both native and external agents, including those developed using other frameworks or hosted on different platforms. Each agent in the system is capable of interpreting high-level user requests, breaking them down into sub-tasks, selecting appropriate tools or agents for execution, and maintaining contextual memory across task sequences. A distinctive feature of LLMAgentNet is its hierarchical Agent Manager (Orchestrator), which coordinates interactions, maintains execution trajectories, and optimizes the use of specialized agents. The system supports multiple operational modes – Human-in-the-Loop, Human-on-the-Loop, and Human-out-of-the-Loop – enabling both supervised development and fully autonomous operation. Notably, LLMAgentNet includes a memory mechanism that allows agents to access and update knowledge bases via vector databases (e.g., ChromaDB), supporting long-term memory, runtime variables, and contextual reasoning. The framework has been benchmarked using standard datasets such as HotPotQA and in practical use cases such as content marketing automation, demonstrating significant improvements in efficiency and quality over manual or single-agent approaches. By enabling collaboration, reflection, and self-improvement among AI agents, LLMAgentNet contributes to the development of general-purpose intelligent systems and marks a critical step toward the realization of Artificial General Intelligence (AGI). ","LLMAgentNet is a collaborative, modular framework for orchestrating autonomous AI agents using Large Language Models (LLMs) for complex task execution, enabling seamless integration, hierarchical coordination, and long-term memory, with applications in content marketing automation and AGI development."
"TransLaw: Benchmarking Large Language Models in Multi-Agent Simulation of the Collaborative Translation","https://scispace.com/paper/translaw-benchmarking-large-language-models-in-multi-agent-cvoh57lf1pi1","2025","Journal Article","arXiv.org","Xi Xuan
King-kui Sin
Yufei Zhou
Chunyu Kit","10.48550/arxiv.2507.00875","https://scispace.compdf/translaw-benchmarking-large-language-models-in-multi-agent-cvoh57lf1pi1.pdf","Multi-agent systems empowered by large language models (LLMs) have demonstrated remarkable capabilities in a wide range of downstream applications, including machine translation. However, the potential of LLMs in translating Hong Kong legal judgments remains uncertain due to challenges such as intricate legal terminology, culturally embedded nuances, and strict linguistic structures. In this work, we introduce TransLaw, a novel multi-agent framework implemented for real-world Hong Kong case law translation. It employs three specialized agents, namely, Translator, Annotator, and Proofreader, to collaboratively produce translations for high accuracy in legal meaning, appropriateness in style, and adequate coherence and cohesion in structure. This framework supports customizable LLM configurations and achieves tremendous cost reduction compared to professional human translation services. We evaluated its performance using 13 open-source and commercial LLMs as agents and obtained interesting findings, including that it surpasses GPT-4o in legal semantic accuracy, structural coherence, and stylistic fidelity, yet trails human experts in contextualizing complex terminology and stylistic naturalness. Our platform website is available at CityUHK, and our bilingual judgment corpus used for the evaluation is available at Hugging Face.","TransLaw, a multi-agent framework, leverages large language models to translate Hong Kong legal judgments with high accuracy, appropriateness, and coherence, outperforming GPT-4o in semantic accuracy and structural coherence, but trailing human experts in contextualizing complex terminology and stylistic naturalness."
"The Potential of LLMs in Automating Software Testing: From Generation to
  Reporting","https://scispace.com/paper/the-potential-of-llms-in-automating-software-testing-from-6r8f7i375vyv","2024","Journal Article","","Betim Sherifi
Khaled Slhoub
Fitzroy Nembhard","10.48550/arxiv.2501.00217","https://scispace.compdf/the-potential-of-llms-in-automating-software-testing-from-6r8f7i375vyv.pdf","Having a high quality software is essential in software engineering, which requires robust validation and verification processes during testing activities. Manual testing, while effective, can be time consuming and costly, leading to an increased demand for automated methods. Recent advancements in Large Language Models (LLMs) have significantly influenced software engineering, particularly in areas like requirements analysis, test automation, and debugging. This paper explores an agent-oriented approach to automated software testing, using LLMs to reduce human intervention and enhance testing efficiency. The proposed framework integrates LLMs to generate unit tests, visualize call graphs, and automate test execution and reporting. Evaluations across multiple applications in Python and Java demonstrate the system's high test coverage and efficient operation. This research underscores the potential of LLM-powered agents to streamline software testing workflows while addressing challenges in scalability and accuracy. ","This paper explores an agent-oriented approach to automated software testing using Large Language Models (LLMs) to generate unit tests, visualize call graphs, and automate test execution and reporting, demonstrating high test coverage and efficient operation in Python and Java applications."
"Collaborative Causal Inference and Multi-Agent Dynamic Intervention for “Dual Carbon” Public Opinion Driven by Reinforced Large Language Models and Diffusion Models","https://scispace.com/paper/collaborative-causal-inference-and-multi-agent-dynamic-d4ijf7i1y07m","2025","Journal Article","Systems","Xin Chen","10.3390/systems13080689","","Under the “Dual Carbon” goal, public opinion analysis is crucial for optimizing policy implementation and enhancing social consensus, yet it faces challenges such as insufficient multi-source data integration, limited causal modeling, and delayed interventions. This study proposes a collaborative framework integrating reinforcement learning-enhanced large language models (LLMs), diffusion models, and multi-agent systems (MASs). By constructing a four-dimensional causal network of “policy–technology–economy–public sentiment”, it analyzes multi-source data and simulates multi-agent interactions. The experimental results show that this framework outperforms Latent Dirichlet Allocation (LDA), Bidirectional Encoder Representations from Transformers (BERT), and Susceptible Infected Recovered (SIR) models in causal inference, dynamic intervention, and multi-agent collaboration. Reinforcement Learning from Human Feedback (RLHF) optimizes LLM outputs for reliable policy recommendations, with pass@10 showing strong correlations. This study provides scientific support for “Dual Carbon” policymaking and public opinion guidance, facilitating the green and low-carbon transition. ","This study proposes a collaborative framework integrating reinforcement learning-enhanced LLMs, diffusion models, and multi-agent systems for public opinion analysis under the ""Dual Carbon"" goal, outperforming existing models in causal inference, dynamic intervention, and multi-agent collaboration."
"An Electoral Approach to Diversify LLM-based Multi-Agent Collective
  Decision-Making","https://scispace.com/paper/an-electoral-approach-to-diversify-llm-based-multi-agent-us9swd7jtib2","2024","Journal Article","","Xianbo Zhao
Sheng Wang
Wei Ma","10.48550/arxiv.2410.15168","https://scispace.compdf/an-electoral-approach-to-diversify-llm-based-multi-agent-us9swd7jtib2.pdf","Modern large language models (LLMs) have exhibited cooperative synergy on complex task-solving, and collective decision-making (CDM) is a pivotal component in LLM-based multi-agent collaboration frameworks. Our survey on 52 recent such systems uncovers a severe lack of diversity, with a heavy reliance on dictatorial and plurality voting for CDM. Through the lens of social choice theory, we scrutinize widely-adopted CDM methods and identify their limitations. To enrich current landscape of LLM-based CDM, we present GEDI, an electoral CDM module that incorporates various ordinal preferential voting mechanisms. Our empirical case study across three benchmarks shows that the integration of certain CDM methods can markedly improve the reasoning capabilities and robustness of some leading LLMs, all without requiring intricate system designs. Additionally, we find that some CDM mechanisms generate positive synergies even with as few as three agents. The voting-based methods also demonstrate robustness against single points of failure, as well as diversity in terms of hit-rate@k and subject-wise impacts. ","This study critiques the lack of diversity in collective decision-making (CDM) methods in LLM-based multi-agent frameworks, proposing GEDI, an electoral CDM module that integrates ordinal preferential voting mechanisms to improve reasoning capabilities and robustness."
"Self-collaboration Code Generation via ChatGPT","https://scispace.com/paper/self-collaboration-code-generation-via-chatgpt-2ua70wiped","2024","Journal Article","ACM Transactions on Software Engineering and Methodology","Yihong Dong
Xiaomei Jiang
Zhi Jin
Ge Li","10.1145/3672459","","Although Large Language Models (LLMs) have demonstrated remarkable code-generation ability, they still struggle with complex tasks. In real-world software development, humans usually tackle complex tasks through collaborative teamwork, a strategy that significantly controls development complexity and enhances software quality. Inspired by this, we present a self-collaboration framework for code generation employing LLMs, exemplified by ChatGPT. Specifically, through role instructions, 1) Multiple LLM agents act as distinct ‘experts’, each responsible for a specific subtask within a complex task; 2) Specify the way to collaborate and interact, so that different roles form a virtual team to facilitate each other’s work, ultimately the virtual team addresses code generation tasks collaboratively without the need for human intervention. To effectively organize and manage this virtual team, we incorporate software-development methodology into the framework. Thus, we assemble an elementary team consisting of three LLM roles (i.e., analyst, coder, and tester) responsible for software development’s analysis, coding, and testing stages. We conduct comprehensive experiments on various code-generation benchmarks. Experimental results indicate that self-collaboration code generation relatively improves 29.9%-47.1% Pass@1 compared to the base LLM agent. Moreover, we showcase that self-collaboration could potentially enable LLMs to efficiently handle complex repository-level tasks that are not readily solved by the single LLM agent. ","Self-collaboration code generation via ChatGPT significantly improves code generation performance compared to a single LLM agent, achieving up to 47.1% Pass@1 improvement."
"Debate or Vote: Which Yields Better Decisions in Multi-Agent Large Language Models?","https://scispace.com/paper/debate-or-vote-which-yields-better-decisions-in-multi-agent-b61g41ah58uw","2025","Journal Article","arXiv.org","Hyeong Kyu Choi
Xiaojin Zhu
Yixuan Li","10.48550/arxiv.2508.17536","https://scispace.compdf/debate-or-vote-which-yields-better-decisions-in-multi-agent-b61g41ah58uw.pdf","Multi-Agent Debate~(MAD) has emerged as a promising paradigm for improving the performance of large language models through collaborative reasoning. Despite recent advances, the key factors driving MAD's effectiveness remain unclear. In this work, we disentangle MAD into two key components--Majority Voting and inter-agent Debate--and assess their respective contributions. Through extensive experiments across seven NLP benchmarks, we find that Majority Voting alone accounts for most of the performance gains typically attributed to MAD. To explain this, we propose a theoretical framework that models debate as a stochastic process. We prove that it induces a martingale over agents'belief trajectories, implying that debate alone does not improve expected correctness. Guided by these insights, we demonstrate that targeted interventions, by biasing the belief update toward correction, can meaningfully enhance debate effectiveness. Overall, our findings suggest that while MAD has potential, simple ensembling methods remain strong and more reliable alternatives in many practical settings. Code is released in https://github.com/deeplearning-wisc/debate-or-vote.","This study disentangles Multi-Agent Debate into Majority Voting and Debate components, finding that Majority Voting alone accounts for most performance gains, and proposes a theoretical framework to explain debate's limited effectiveness in improving expected correctness."
"LLM Collaboration With Multi-Agent Reinforcement Learning","https://scispace.com/paper/llm-collaboration-with-multi-agent-reinforcement-learning-fw5bjm02cw2b","2025","Journal Article","arXiv.org","Shuo Liu
Zeyu Liang
Xue Lyu
Christopher Amato","10.48550/arxiv.2508.04652","https://scispace.compdf/llm-collaboration-with-multi-agent-reinforcement-learning-fw5bjm02cw2b.pdf","A large amount of work has been done in Multi-Agent Systems (MAS) for modeling and solving problems with multiple interacting agents. However, most LLMs are pretrained independently and not specifically optimized for coordination. Existing LLM fine-tuning frameworks rely on individual rewards, which require complex reward designs for each agent to encourage collaboration. To address these challenges, we model LLM collaboration as a cooperative Multi-Agent Reinforcement Learning (MARL) problem. We develop a multi-agent, multi-turn algorithm, Multi-Agent Group Relative Policy Optimization (MAGRPO), to solve it, building on current RL approaches for LLMs as well as MARL techniques. Our experiments on LLM writing and coding collaboration demonstrate that fine-tuning MAS with MAGRPO enables agents to generate high-quality responses efficiently through effective cooperation. Our approach opens the door to using other MARL methods for LLMs and highlights the associated challenges.","This study models LLM collaboration as a cooperative MARL problem, developing MAGRPO, a multi-agent algorithm that enables efficient cooperation and high-quality response generation in LLM writing and coding tasks through effective coordination."
"Assessing Collective Reasoning in Multi-Agent LLMs via Hidden Profile Tasks","https://scispace.com/paper/assessing-collective-reasoning-in-multi-agent-llms-via-9ksjkzpkzpdl","2025","Journal Article","arXiv.org","Yuxuan Li
Aoi Naito
Hirokazu Shirado","10.48550/arxiv.2505.11556","","Multi-agent systems built on large language models (LLMs) promise enhanced problem-solving through distributed information integration, but may also replicate collective reasoning failures observed in human groups. Yet the absence of a theory-grounded benchmark makes it difficult to systematically evaluate and improve such reasoning. We introduce HiddenBench, the first benchmark for evaluating collective reasoning in multi-agent LLMs. It builds on the Hidden Profile paradigm from social psychology, where individuals each hold asymmetric pieces of information and must communicate to reach the correct decision. To ground the benchmark, we formalize the paradigm with custom tasks and show that GPT-4.1 groups fail to integrate distributed knowledge, exhibiting human-like collective reasoning failures that persist even with varied prompting strategies. We then construct the full benchmark, spanning 65 tasks drawn from custom designs, prior human studies, and automatic generation. Evaluating 15 LLMs across four model families, HiddenBench exposes persistent limitations while also providing comparative insights: some models (e.g., Gemini-2.5-Flash/Pro) achieve higher performance, yet scale and reasoning are not reliable indicators of stronger collective reasoning. Our work delivers the first reproducible benchmark for collective reasoning in multi-agent LLMs, offering diagnostic insight and a foundation for future research on artificial collective intelligence.","Researchers introduce HiddenBench, a benchmark for evaluating collective reasoning in multi-agent large language models, revealing persistent limitations and human-like failures, while also providing insights into model performance and potential for artificial collective intelligence."
"The Emergence of Multiagent System Software Engineering","https://scispace.com/paper/the-emergence-of-multiagent-system-software-engineering-4kwn6hwhun","2011","Proceedings Article","Brazilian Symposium on Software Engineering","Carlos José Pereira de Lucena","10.1109/SBES.2011.41","","Many of the features of multiagent systems (MAS) arenow being used in the development of large industrial andbusiness systems that involve hundreds, or even thousands ofagents. Thus, there is an urgent need for software engineeringtechniques for MAS-based systems that guide the processes of design, development and maintenance. Without adequateprocesses and techniques such systems will not be sufficientlydependable, robust, trustworthy nor easily extended. This paper discusses the sub-areas of MAS Software Engineering research and development that have been focus of our research group in the software engineering laboratory (LES) at PUC-Rio. We give examples of relevant results and present a subset of the extensive literature the group has produced during the last decade. We also report how we managed to face the challenges that emerged from our research by organizing and developing a research community at the intersection of software engineering, programming and MASs with a concern for scalability of solutions.","This paper discusses the sub-areas of MAS Software Engineering research and development that have been focus of the research group in the software engineering laboratory at PUC-Rio and presents a subset of the extensive literature the group has produced during the last decade."
"AutoSafeCoder: A Multi-Agent Framework for Securing LLM Code Generation
  through Static Analysis and Fuzz Testing","https://scispace.com/paper/autosafecoder-a-multi-agent-framework-for-securing-llm-code-70lyt6dxisvm","2024","Journal Article","","A.A. Urbanos Núñez
Nafis Tanveer Islam
Sumit Kumar Jha
Peyman Najafirad","10.48550/arxiv.2409.10737","https://scispace.compdf/autosafecoder-a-multi-agent-framework-for-securing-llm-code-70lyt6dxisvm.pdf","Recent advancements in automatic code generation using large language models (LLMs) have brought us closer to fully automated secure software development. However, existing approaches often rely on a single agent for code generation, which struggles to produce secure, vulnerability-free code. Traditional program synthesis with LLMs has primarily focused on functional correctness, often neglecting critical dynamic security implications that happen during runtime. To address these challenges, we propose AutoSafeCoder, a multi-agent framework that leverages LLM-driven agents for code generation, vulnerability analysis, and security enhancement through continuous collaboration. The framework consists of three agents: a Coding Agent responsible for code generation, a Static Analyzer Agent identifying vulnerabilities, and a Fuzzing Agent performing dynamic testing using a mutation-based fuzzing approach to detect runtime errors. Our contribution focuses on ensuring the safety of multi-agent code generation by integrating dynamic and static testing in an iterative process during code generation by LLM that improves security. Experiments using the SecurityEval dataset demonstrate a 13% reduction in code vulnerabilities compared to baseline LLMs, with no compromise in functionality. ","AutoSafeCoder, a multi-agent framework, leverages LLMs for secure code generation through static analysis and fuzz testing, reducing code vulnerabilities by 13% compared to baseline LLMs while maintaining functionality, ensuring safer software development."
"Self-Organized Agents: A LLM Multi-Agent Framework toward Ultra Large-Scale Code Generation and Optimization","https://scispace.com/paper/self-organized-agents-a-llm-multi-agent-framework-toward-xp0i2j20uq","2024","Journal Article","arXiv.org","Yoichi Ishibashi
Yoshimasa Nishimura","10.48550/arxiv.2404.02183","","Recent advancements in automatic code generation using large language model (LLM) agent have brought us closer to the future of automated software development. However, existing single-agent approaches face limitations in generating and improving large-scale, complex codebases due to constraints in context length. To tackle this challenge, we propose Self-Organized multi-Agent framework (SoA), a novel multi-agent framework that enables the scalable and efficient generation and optimization of large-scale code. In SoA, self-organized agents operate independently to generate and modify code components while seamlessly collaborating to construct the overall codebase. A key feature of our framework is the automatic multiplication of agents based on problem complexity, allowing for dynamic scalability. This enables the overall code volume to be increased indefinitely according to the number of agents, while the amount of code managed by each agent remains constant. We evaluate SoA on the HumanEval benchmark and demonstrate that, compared to a single-agent system, each agent in SoA handles significantly less code, yet the overall generated code is substantially greater. Moreover, SoA surpasses the powerful single-agent baseline by 5% in terms of Pass@1 accuracy.","SoA is a novel multi-agent framework for generating and optimizing large-scale code. It enables the scalable and efficient code generation and optimization by self-organized agents, allowing for the dynamic scaling of code volume with the number of agents."
"MapCoder: Multi-Agent Code Generation for Competitive Problem Solving","https://scispace.com/paper/mapcoder-multi-agent-code-generation-for-competitive-problem-3l9olvmis9","2024","Preprint","","M.A. Islam
Mohammed Eunus Ali
Md Rizwan Parvez","10.48550/arxiv.2405.11403","https://scispace.compdf/mapcoder-multi-agent-code-generation-for-competitive-problem-3l9olvmis9.pdf","Code synthesis, which requires a deep understanding of complex natural language problem descriptions, generation of code instructions for complex algorithms and data structures, and the successful execution of comprehensive unit tests, presents a significant challenge. While large language models (LLMs) demonstrate impressive proficiency in natural language processing, their performance in code generation tasks remains limited. In this paper, we introduce a new approach to code generation tasks leveraging multi-agent prompting that uniquely replicates the full cycle of program synthesis as observed in human developers. Our framework, MapCoder, consists of four LLM agents specifically designed to emulate the stages of this cycle: recalling relevant examples, planning, code generation, and debugging. After conducting thorough experiments, with multiple LLM ablations and analyses across eight challenging competitive problem-solving and program synthesis benchmarks, MapCoder showcases remarkable code generation capabilities, achieving new state-of-the-art results (pass@1) on HumanEval (93.9%), MBPP (83.1%), APPS (22.0%), CodeContests (28.5%), and xCodeEval (45.3%). Moreover, our method consistently delivers superior performance across various programming languages and varying problem difficulties. We open-source our framework at https://github.com/Md-Ashraful-Pramanik/MapCoder. ","MapCoder is a novel multi-agent code generation framework that achieves state-of-the-art results on various benchmarks, replicating the full cycle of program synthesis as observed in human developers."
"Agentic Large Language Models for Conceptual Systems Engineering and Design","https://scispace.com/paper/agentic-large-language-models-for-conceptual-systems-tzwicfwaqaro","2025","Journal Article","arXiv.org","Soheyl Massoudi
Mark Fuge","10.48550/arxiv.2507.08619","https://scispace.compdf/agentic-large-language-models-for-conceptual-systems-tzwicfwaqaro.pdf","Early-stage engineering design involves complex, iterative reasoning, yet existing large language model (LLM) workflows struggle to maintain task continuity and generate executable models. We evaluate whether a structured multi-agent system (MAS) can more effectively manage requirements extraction, functional decomposition, and simulator code generation than a simpler two-agent system (2AS). The target application is a solar-powered water filtration system as described in a cahier des charges. We introduce the Design-State Graph (DSG), a JSON-serializable representation that bundles requirements, physical embodiments, and Python-based physics models into graph nodes. A nine-role MAS iteratively builds and refines the DSG, while the 2AS collapses the process to a Generator-Reflector loop. Both systems run a total of 60 experiments (2 LLMs - Llama 3.3 70B vs reasoning-distilled DeepSeek R1 70B x 2 agent configurations x 3 temperatures x 5 seeds). We report a JSON validity, requirement coverage, embodiment presence, code compatibility, workflow completion, runtime, and graph size. Across all runs, both MAS and 2AS maintained perfect JSON integrity and embodiment tagging. Requirement coverage remained minimal (less than 20\%). Code compatibility peaked at 100\% under specific 2AS settings but averaged below 50\% for MAS. Only the reasoning-distilled model reliably flagged workflow completion. Powered by DeepSeek R1 70B, the MAS generated more granular DSGs (average 5-6 nodes) whereas 2AS mode-collapsed. Structured multi-agent orchestration enhanced design detail. Reasoning-distilled LLM improved completion rates, yet low requirements and fidelity gaps in coding persisted.","This study evaluates the effectiveness of a structured multi-agent system (MAS) versus a simpler two-agent system (2AS) in conceptual systems engineering and design, using a solar-powered water filtration system as a case study, and finds that MAS enhances design detail and requirement coverage."
"LLM Multi-Agent Systems: Challenges and Open Problems","https://scispace.com/paper/llm-multi-agent-systems-challenges-and-open-problems-3255hz4axv","2024","Journal Article","arXiv.org","Shanshan Han
Qifan Zhang
Yuhang Yao
Weizhao Jin
Zhaozhuo Xu
Chaoyang He","10.48550/arxiv.2402.03578","https://scispace.compdf/llm-multi-agent-systems-challenges-and-open-problems-3255hz4axv.pdf","This paper explores existing works of multi-agent systems and identifies challenges that remain inadequately addressed. By leveraging the diverse capabilities and roles of individual agents within a multi-agent system, these systems can tackle complex tasks through collaboration. We discuss optimizing task allocation, fostering robust reasoning through iterative debates, managing complex and layered context information, and enhancing memory management to support the intricate interactions within multi-agent systems. We also explore the potential application of multi-agent systems in blockchain systems to shed light on their future development and application in real-world distributed systems.","This paper explores existing works of multi-agent systems and identifies challenges that remain inadequately addressed and the potential application of multi-agent systems in blockchain systems to shed light on their future development and application in real-world distributed systems."
"Interactive Evaluation of Large Language Models for Multi-Requirement Software Engineering Tasks","https://scispace.com/paper/interactive-evaluation-of-large-language-models-for-multi-whm4jaz325cq","2025","Journal Article","arXiv.org","Dimitrios Rontogiannis
Maxime Peyrard
N. Baldwin
Martin Josifoski
Robert West
Dimitrios Gunopulos","10.48550/arxiv.2508.18905","https://scispace.compdf/interactive-evaluation-of-large-language-models-for-multi-whm4jaz325cq.pdf","Standard single-turn, static benchmarks fall short in evaluating the nuanced capabilities of Large Language Models (LLMs) on complex tasks such as software engineering. In this work, we propose a novel interactive evaluation framework that assesses LLMs on multi-requirement programming tasks through structured, feedback-driven dialogue. Each task is modeled as a requirement dependency graph, and an ``interviewer''LLM, aware of the ground-truth solution, provides minimal, targeted hints to an ``interviewee''model to help correct errors and fulfill target constraints. This dynamic protocol enables fine-grained diagnostic insights into model behavior, uncovering strengths and systematic weaknesses that static benchmarks fail to measure. We build on DevAI, a benchmark of 55 curated programming tasks, by adding ground-truth solutions and evaluating the relevance and utility of interviewer hints through expert annotation. Our results highlight the importance of dynamic evaluation in advancing the development of collaborative code-generating agents.","This study proposes an interactive evaluation framework for Large Language Models on multi-requirement software engineering tasks, using a structured dialogue protocol to assess model strengths and weaknesses, uncovering nuanced capabilities missed by static benchmarks."
"Software engineering for large-scale multi-agent systems - SELMAS'2003","https://scispace.com/paper/software-engineering-for-large-scale-multi-agent-systems-3gkhfmcopq","2003","Proceedings Article","International Conference on Software Engineering","Carlos José Pereira de Lucena
José Alberto R. P. Sardinha
Alessandro Garcia
Jaelson Castro
Alexander Romanovsky
Paulo S. C. Alencar
Donald D. Cowan","10.5555/776816.776943","","Objects and agents are abstractions that exhibit points of similarity, but the development of multi-agent systems (MASs) poses other challenges to Software Engineering since software agents are inherently more complex entities. In addition, a large MAS needs to satisfy multiple stringent requirements such as reliability, trustability, security, interoperability, scalability, reusability, and maintainability. This workshop brings together researchers and practitioners to discuss the current state of the art and the future research directions in software engineering for large-scale MASs. A particular interest is to understand those issues in the agent technology that make it difficult and/or improve the production of complex distributed systems.","This workshop brings together researchers and practitioners to discuss the current state of the art and the future research directions in software engineering for large-scale MASs to understand those issues in the agent technology that make it difficult and/or improve the production of complex distributed systems."
